都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,165998,1634935,26941,7,137819,1734,496
青森県,19808,158506,3380,0,16370,58,0
岩手県,9752,176992,2417,1,7277,58,0
宮城県,38567,380235,6312,11,31523,136,596
秋田県,9003,42683,1813,2,7158,32,0
山形県,11072,149395,2209,0,8799,64,0
福島県,23280,598961,2785,7,20311,184,0
茨城県,69306,43898,8391,19,60637,278,0
栃木県,43489,616863,7150,9,36163,176,0
群馬県,50007,478277,6997,11,42766,244,0
埼玉県,300246,2165264,34644,64,264441,1161,0
千葉県,258657,1601564,34035,29,219413,1293,3916
東京都,962673,5385216,167435,79,791674,3564,0
神奈川県,433711,2180686,49856,110,382235,1620,0
新潟県,28229,456723,3739,3,24422,68,0
富山県,16322,180667,5049,4,11213,60,0
石川県,23280,283912,3522,4,19574,161,23
福井県,11721,207037,1669,2,10013,39,0
山梨県,16000,198398,2384,3,13589,42,15
長野県,30055,500690,4268,3,25297,142,348
岐阜県,51213,639392,6598,9,43487,267,861
静岡県,84625,943366,13573,6,69618,322,1112
愛知県,302139,2016583,39809,53,260777,1553,0
三重県,39202,369137,5207,5,34893,235,1133
滋賀県,46548,424526,9218,0,37197,133,0
京都府,119439,644017,19690,86,98178,406,1165
大阪府,625445,5542541,113410,786,508195,3814,26
兵庫県,247492,1213112,39456,43,206286,1764,14
奈良県,52821,394420,14363,26,38203,255,0
和歌山県,21770,115756,2261,7,19260,100,149
鳥取県,6143,250837,1200,2,4849,9,85
島根県,6109,109739,673,0,5428,8,0
岡山県,46911,424777,4981,12,40128,186,1616
広島県,71614,1387944,12180,12,59059,375,0
山口県,20347,377372,2401,4,17823,123,0
徳島県,9939,153521,1997,1,7883,73,14
香川県,17436,193811,3311,5,14054,71,0
愛媛県,16189,253844,1955,1,14122,112,0
高知県,11482,171581,1915,9,9492,75,0
福岡県,224373,1975071,41515,20,176184,898,5776
佐賀県,22204,184587,3220,3,17021,60,1903
長崎県,24153,273576,3864,2,21075,107,893
熊本県,47085,192488,7722,14,39148,215,0
大分県,22797,416983,2453,0,20246,98,0
宮崎県,17939,125721,2032,0,15875,85,53
鹿児島県,29855,258539,3384,9,25819,119,533
沖縄県,97798,583793,5278,24,92100,426,6
