"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",34581,638209,7221,47,26412,1001,53
"青森県",2158,40642,300,5,1830,28,0
"岩手県",1343,69814,179,1,1121,43,0
"宮城県",8729,139944,309,9,8332,82,6
"秋田県",741,12871,100,0,629,12,0
"山形県",1882,55321,237,5,1607,38,0
"福島県",4446,226289,400,25,3913,133,0
"茨城県",9401,31981,540,8,8719,142,0
"栃木県",6081,236792,350,9,5656,75,0
"群馬県",7581,158529,604,18,6850,127,0
"埼玉県",42824,846908,2194,53,39853,777,0
"千葉県",36327,591781,1235,25,34426,666,0
"東京都",156785,2210765,5857,61,148911,2017,0
"神奈川県",59757,891644,2282,69,56606,869,0
"新潟県",3046,133647,423,6,2589,34,0
"富山県",1739,59309,294,6,1411,34,0
"石川県",3472,83487,516,13,2857,98,1
"福井県",1021,57477,50,0,937,34,0
"山梨県",1447,38972,115,1,1314,19,1
"長野県",4621,168365,386,7,4216,76,57
"岐阜県",8287,225801,1003,23,7134,150,0
"静岡県",7906,334739,739,8,7035,132,0
"愛知県",44093,647776,6486,92,36897,710,0
"三重県",4707,116606,494,17,4233,101,121
"滋賀県",4792,122280,483,9,4234,75,0
"京都府",15352,246203,1382,18,13837,200,67
"大阪府",97738,1730305,11792,337,82895,2128,923
"兵庫県",38757,441555,3412,96,34258,1096,9
"奈良県",7726,145913,626,23,6996,104,0
"和歌山県",2563,39091,155,42,2330,39,39
"鳥取県",453,70646,41,0,400,2,10
"島根県",498,24335,94,3,404,0,0
"岡山県",6930,108427,1386,30,5045,90,409
"広島県",9610,400161,1080,18,7157,117,1256
"山口県",2736,98010,576,8,2103,57,0
"徳島県",1618,56063,115,3,1442,61,0
"香川県",1939,74014,262,4,1658,24,5
"愛媛県",2666,79801,106,4,2489,71,0
"高知県",1266,8973,127,3,1119,20,0
"福岡県",32722,718023,5353,76,26695,416,258
"佐賀県",2411,47356,255,6,2144,18,6
"長崎県",2822,108011,268,13,2493,61,0
"熊本県",5902,76017,930,26,4880,92,0
"大分県",3164,138870,571,6,2555,38,0
"宮崎県",2939,38919,285,7,2594,25,35
"鹿児島県",3131,96915,396,1,2712,28,5
"沖縄県",15081,209874,1959,59,12980,148,6
