都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,61422,1271023,168,0,59776,1474,4
青森県,5901,104643,0,0,5863,38,0
岩手県,3488,136189,1,0,3434,53,0
宮城県,16289,264222,2,0,16168,118,1
秋田県,1934,27661,0,0,1907,27,0
山形県,3606,115658,0,0,3550,56,0
福島県,9515,472020,20,0,9319,176,0
茨城県,24483,40590,11,0,24252,220,0
栃木県,15591,527809,72,0,15402,117,0
群馬県,17316,355311,128,1,17012,176,0
埼玉県,116051,1651082,89,1,114903,1059,0
千葉県,100647,1240602,46,1,99568,1028,5
東京都,382880,4178591,395,2,379310,3175,0
神奈川県,169758,1839374,210,2,168229,1319,0
新潟県,8203,328995,45,0,8096,62,0
富山県,4869,132342,1,0,4816,52,0
石川県,8042,214211,65,0,7823,132,22
福井県,3116,127043,1,0,3077,38,0
山梨県,5161,135182,0,0,5132,29,0
長野県,8937,368727,23,0,8873,97,56
岐阜県,19276,473524,2,0,19055,219,0
静岡県,26888,733273,16,0,26663,209,0
愛知県,106730,1516048,34,0,105535,1161,0
三重県,14820,271132,1,0,14983,163,327
滋賀県,12477,296538,28,0,12345,104,0
京都府,36120,472691,73,9,35736,292,19
大阪府,203599,4247894,224,19,200311,3064,0
兵庫県,78839,865016,91,3,77350,1398,0
奈良県,15944,283091,7,0,15788,149,0
和歌山県,5303,68417,0,0,5136,62,105
鳥取県,1669,169298,0,0,1639,5,25
島根県,1740,64047,7,0,1728,5,0
岡山県,15555,310392,4,1,15413,136,2
広島県,22188,985055,12,0,21974,202,0
山口県,5814,215836,18,0,5703,93,0
徳島県,3291,116948,1,0,3225,66,1
香川県,4706,145475,1,0,4666,38,1
愛媛県,5412,173627,0,0,5330,82,0
高知県,4167,105447,0,0,4134,33,0
福岡県,74774,1435954,81,3,74060,626,7
佐賀県,5872,120960,3,0,5891,30,52
長崎県,6124,203990,6,0,6046,73,1
熊本県,14396,124878,1,0,14259,136,0
大分県,8187,306850,0,0,8103,84,0
宮崎県,6153,73154,0,0,6096,41,16
鹿児島県,9120,176806,13,0,9041,66,0
沖縄県,50541,438045,164,7,49980,398,1
