"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1605,35641,134,3,1368,103,0
"青森県",33,1689,1,0,31,1,0
"岩手県",8,2176,6,0,2,0,0
"宮城県",184,7062,12,1,171,1,0
"秋田県",40,1450,13,0,25,0,2
"山形県",76,2997,0,0,76,1,1
"福島県",105,11802,16,1,89,0,0
"茨城県",450,9203,95,2,345,10,0
"栃木県",269,18168,42,4,213,1,13
"群馬県",279,10264,83,0,177,19,0
"埼玉県",3165,87683,573,10,2510,82,0
"千葉県",2415,43917,492,7,1867,56,0
"東京都",17454,253605,3520,23,13596,338,0
"神奈川県",3774,87845,593,22,3076,105,0
"新潟県",129,7873,0,0,121,0,8
"富山県",307,6591,52,0,236,22,3
"石川県",438,3995,112,3,298,28,0
"福井県",154,5862,8,1,138,8,0
"山梨県",136,8444,31,0,104,1,0
"長野県",148,10614,35,0,114,"-",1
"岐阜県",511,15207,90,3,414,7,0
"静岡県",398,18540,78,2,319,1,0
"愛知県",3454,37041,1632,13,1913,39,130
"三重県",268,7203,118,2,149,1,0
"滋賀県",331,6863,118,4,210,3,0
"京都府",1061,23577,208,3,832,21,0
"大阪府",6698,103356,1695,70,4892,106,5
"兵庫県",1810,35200,272,14,1490,48,0
"奈良県",369,11572,71,1,295,3,0
"和歌山県",194,7291,23,3,165,4,2
"鳥取県",21,4286,13,0,8,0,0
"島根県",132,4161,103,0,29,0,0
"岡山県",125,3786,20,"-",90,"-",15
"広島県",433,15725,71,1,360,3,1
"山口県",82,4978,24,0,58,0,0
"徳島県",86,3554,43,0,27,1,15
"香川県",62,6293,11,0,50,1,0
"愛媛県",110,3416,13,0,91,6,0
"高知県",97,2465,4,0,79,3,11
"福岡県",3484,34012,1195,17,2250,39,0
"佐賀県",190,3893,76,0,117,0,3
"長崎県",184,10571,37,"-",36,3,108,"G48の関数（=O47=★当日データ"
"熊本県",392,8826,94,3,211,5,82
"大分県",97,8863,20,0,76,1,0
"宮崎県",256,6761,78,0,178,1,1
"鹿児島県",281,13001,24,2,242,4,11
"沖縄県",1558,16561,1123,17,428,11,0
