"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",5683,110887,1916,20,3638,129,0
"青森県",280,6221,31,2,243,6,0
"岩手県",77,6659,48,0,29,0,0
"宮城県",995,16563,172,4,815,8,0
"秋田県",74,2878,8,1,66,0,0
"山形県",98,7046,13,0,84,1,0
"福島県",441,35697,36,5,399,6,0
"茨城県",1032,15108,193,3,821,18,0
"栃木県",523,48723,30,4,493,2,2
"群馬県",964,33217,44,2,897,20,3
"埼玉県",6996,209032,820,15,6054,122,0
"千葉県",5937,147396,619,8,5234,84,0
"東京都",35229,679943,2751,42,32002,476,0
"神奈川県",10349,226157,1027,35,9140,182,0
"新潟県",259,20160,72,1,187,0,0
"富山県",429,15581,4,0,399,26,0
"石川県",830,19897,10,0,771,49,0
"福井県",278,12567,19,0,248,11,0
"山梨県",288,12697,55,2,227,6,0
"長野県",495,26580,131,0,363,6,5
"岐阜県",836,30009,97,0,726,13,0
"静岡県",909,49650,174,2,731,4,0
"愛知県",7764,118189,1109,16,6555,100,0
"三重県",628,17127,42,4,579,7,0
"滋賀県",683,14966,81,0,593,9,0
"京都府",2307,57951,161,3,2112,34,0
"大阪府",15763,276172,1936,69,13543,265,19
"兵庫県",4014,78781,408,17,3533,73,0
"奈良県",868,28401,139,3,718,11,0
"和歌山県",338,11510,44,3,284,4,6
"鳥取県",52,6151,11,0,41,0,0
"島根県",142,6354,1,0,141,0,0
"岡山県",406,14762,80,1,258,10,58
"広島県",707,30626,33,1,667,5,2
"山口県",279,12510,58,2,217,2,2
"徳島県",173,7669,8,2,158,9,2
"香川県",121,15287,17,0,102,2,0
"愛媛県",138,4759,21,0,111,6,0
"高知県",144,3690,0,0,140,4,0
"福岡県",5398,182317,97,4,5196,105,0
"佐賀県",280,8235,12,0,269,1,2
"長崎県",251,24833,5,0,243,3,0,"G48の関数"
"熊本県",930,22303,65,3,829,10,26
"大分県",179,23484,18,0,158,3,0
"宮崎県",375,8836,3,0,372,1,1
"鹿児島県",558,25010,45,0,512,13,12
"沖縄県",3792,64776,314,2,3417,66,5
