"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",46765,885538,2711,15,42546,1428,80
"青森県",2872,58519,210,0,2630,32,0
"岩手県",2166,96587,199,0,1920,47,0
"宮城県",10559,177540,702,6,9703,91,63
"秋田県",1087,17804,79,2,987,21,0
"山形県",2359,73416,241,2,2071,47,0
"福島県",6481,325144,850,10,5469,162,0
"茨城県",14344,35004,1982,21,12192,170,0
"栃木県",9314,359880,1353,17,7872,89,0
"群馬県",9864,221885,1138,10,8508,155,63
"埼玉県",66123,1135226,14582,87,50687,854,0
"千葉県",56413,820617,7731,55,47946,736,0
"東京都",249285,2910857,36481,151,210493,2311,0
"神奈川県",96754,1224026,13640,142,82109,1005,0
"新潟県",4550,204137,600,7,3896,54,0
"富山県",2581,84658,353,6,2190,38,0
"石川県",5732,141298,887,11,4723,118,4
"福井県",1851,84249,287,1,1528,36,0
"山梨県",2666,76621,357,0,2293,21,5
"長野県",5688,233083,418,0,5242,94,66
"岐阜県",10145,303028,394,4,9562,189,0
"静岡県",12169,465943,1654,6,10358,157,0
"愛知県",56218,938412,2981,13,52224,1013,0
"三重県",6283,164729,650,8,5675,114,156
"滋賀県",6678,176830,721,4,5863,94,0
"京都府",20251,323201,1965,53,17704,249,333
"大阪府",122458,2574165,10509,374,108128,2733,1088
"兵庫県",46767,574263,3054,27,42393,1320,0
"奈良県",9717,191995,764,11,8820,133,0
"和歌山県",3233,47141,274,21,2836,49,74
"鳥取県",988,104485,308,1,653,3,24
"島根県",802,37500,94,1,706,2,0
"岡山県",8935,189599,599,3,7812,127,397
"広島県",12741,594849,534,7,11873,179,155
"山口県",3444,133190,192,0,3172,80,0
"徳島県",1857,74840,90,1,1704,63,0
"香川県",2574,97579,339,1,2205,32,2
"愛媛県",3169,109289,287,4,2805,77,0
"高知県",2185,65164,109,7,2047,29,0
"福岡県",44424,958790,5637,12,37549,537,701
"佐賀県",2982,67994,233,0,2714,25,10
"長崎県",3767,140509,364,0,3334,69,0
"熊本県",7810,89825,904,6,6785,121,0
"大分県",3932,192826,288,0,3580,64,0
"宮崎県",3398,46942,243,1,3150,27,22
"鹿児島県",4421,123230,397,0,3920,39,65
"沖縄県",28741,296869,4659,82,23774,239,69
