"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",12715,224416,1632,25,10713,423,53
"青森県",414,8969,32,2,376,6,0
"岩手県",353,13489,70,3,261,22,0
"宮城県",1930,23979,385,5,1532,13,0
"秋田県",113,4020,19,0,93,1,0
"山形県",355,9902,103,6,249,3,0
"福島県",844,53517,219,5,610,15,0
"茨城県",2253,18432,231,9,1987,35,0
"栃木県",1165,68950,281,12,884,6,6
"群馬県",2097,50358,353,9,1709,35,0
"埼玉県",12764,302203,2581,46,9991,192,0
"千葉県",9912,217693,1692,19,8108,112,0
"東京都",54902,953469,6554,81,47751,597,0
"神奈川県",18693,334987,2423,61,16018,252,0
"新潟県",486,26876,81,0,405,3,3
"富山県",532,21295,52,1,454,26,0
"石川県",1010,28493,105,4,864,50,9
"福井県",343,18435,15,2,317,11,0
"山梨県",509,14417,45,3,453,11,0
"長野県",1088,45163,104,2,979,13,8
"岐阜県",1933,61190,380,7,1525,28,0
"静岡県",2513,88334,457,5,2019,37,0
"愛知県",14918,191017,2224,39,12509,185,0
"三重県",1198,29023,132,3,1051,15,0
"滋賀県",1013,35521,130,1,872,11,0
"京都府",4105,87310,813,17,3282,45,35
"大阪府",28395,436421,3531,162,24339,525,0
"兵庫県",8757,129557,1001,45,7607,149,0
"奈良県",1812,46358,304,10,1487,21,0
"和歌山県",591,16086,25,5,548,7,11
"鳥取県",79,23024,13,0,65,0,1
"島根県",190,9344,19,1,171,0,0
"岡山県",1217,31723,384,8,762,13,58
"広島県",2680,65962,454,15,1484,18,724
"山口県",503,26760,83,2,413,3,4
"徳島県",195,14665,7,0,179,9,0
"香川県",265,22320,73,0,189,3,0
"愛媛県",398,12026,42,4,345,11,0
"高知県",604,5592,183,4,415,6,0
"福岡県",7852,252163,1140,14,6595,117,0
"佐賀県",439,14468,52,1,389,3,5
"長崎県",457,37041,155,2,298,3,1,"G48の関数（=O47=★当日データ★!E49）"
"熊本県",1613,32961,156,3,1307,16,134
"大分県",603,40026,69,5,529,5,0
"宮崎県",695,12114,73,0,622,5,5
"鹿児島県",920,36020,89,1,831,13,13
"沖縄県",5133,86213,312,5,4746,80,5
