"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",36950,666980,8298,56,27376,1066,210
"青森県",2315,43315,293,1,1992,30,0
"岩手県",1407,72307,130,2,1234,43,0
"宮城県",8823,143109,230,8,8494,83,16
"秋田県",755,13668,65,1,678,12,0
"山形県",1940,58114,208,5,1692,40,0
"福島県",4542,237394,298,15,4104,140,0
"茨城県",9640,32520,496,9,8999,145,0
"栃木県",6278,260293,378,9,5822,78,0
"群馬県",7764,165713,449,21,7179,136,0
"埼玉県",43433,871262,1786,44,40865,782,0
"千葉県",36867,607354,1060,20,35130,677,0
"東京都",159708,2264291,5429,70,152231,2048,0
"神奈川県",60886,918476,2093,77,57915,878,0
"新潟県",3159,141254,313,7,2810,36,0
"富山県",1839,62962,297,6,1507,35,0
"石川県",3691,89282,483,16,3106,101,1
"福井県",1035,58594,39,1,962,34,0
"山梨県",1522,41166,114,1,1390,19,1
"長野県",4747,176258,319,12,4413,83,68
"岐阜県",8628,235343,778,20,7692,158,0
"静岡県",8247,348307,740,6,7371,136,0
"愛知県",46057,691532,5792,103,39507,758,0
"三重県",4836,123611,347,13,4510,103,124
"滋賀県",4988,125872,446,13,4463,79,0
"京都府",15644,252467,1097,32,14416,208,77
"大阪府",99208,1794350,9212,377,86801,2260,935
"兵庫県",39386,452865,2492,97,35746,1157,9
"奈良県",7839,150366,373,19,7352,114,0
"和歌山県",2595,39674,102,32,2410,43,40
"鳥取県",463,72736,35,0,418,2,8
"島根県",529,26359,95,4,434,0,0
"岡山県",7244,133532,992,31,6022,102,128
"広島県",10327,400161,1091,30,8140,125,971
"山口県",2881,103923,491,7,2330,60,0
"徳島県",1628,57978,65,3,1502,61,0
"香川県",1983,76346,160,2,1804,24,5
"愛媛県",2699,84938,90,5,2537,72,0
"高知県",1398,9415,199,5,1179,20,0
"福岡県",33697,738981,4361,82,28709,440,187
"佐賀県",2478,49075,182,5,2297,19,20
"長崎県",2864,110651,175,6,2626,63,0
"熊本県",6143,77790,678,27,5368,97,0
"大分県",3309,143872,390,6,2874,45,0
"宮崎県",3019,40988,184,2,2800,25,10
"鹿児島県",3256,100112,313,3,2916,30,3
"沖縄県",16296,215732,2364,72,13790,148,6
