"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1727,40741,136,2,1488,103,0
"青森県",33,1949,0,0,32,1,0
"岩手県",12,2729,6,0,7,0,1
"宮城県",192,7541,6,0,184,2,0
"秋田県",48,1709,5,0,41,0,2
"山形県",77,3084,1,1,76,1,1
"福島県",139,13536,41,0,98,0,0
"茨城県",524,10251,74,2,438,12,0
"栃木県",294,20806,20,4,270,1,3
"群馬県",408,12998,113,0,260,19,16
"埼玉県",3681,100824,569,11,3026,86,0
"千葉県",2877,51765,431,7,2385,61,0
"東京都",19846,301182,2797,31,16693,356,0
"神奈川県",4601,107183,570,22,3916,115,0
"新潟県",139,12094,11,0,128,0,0
"富山県",357,7295,67,2,272,23,5
"石川県",592,7217,155,2,406,31,0
"福井県",177,6771,24,0,145,8,0
"山梨県",169,9301,34,0,134,1,0
"長野県",194,12806,48,1,150,"-",4
"岐阜県",549,17312,42,5,498,9,0
"静岡県",453,22806,57,2,395,1,0
"愛知県",4273,48872,886,21,3329,58,0
"三重県",353,9271,86,2,262,2,3
"滋賀県",423,8342,99,3,320,4,0
"京都府",1343,28882,219,2,1102,22,0
"大阪府",8139,125959,1554,68,6443,136,6
"兵庫県",2159,41591,232,15,1878,49,0
"奈良県",502,12972,108,2,389,5,0
"和歌山県",228,8409,18,0,203,4,3
"鳥取県",22,4502,3,0,19,0,0
"島根県",137,4681,60,0,77,0,0
"岡山県",142,5880,16,"-",110,"-",16
"広島県",452,17150,22,0,427,3,0
"山口県",135,5962,58,1,77,0,0
"徳島県",119,5107,61,0,44,2,12
"香川県",74,7369,10,0,63,1,0
"愛媛県",114,3726,8,0,100,6,0
"高知県",118,2804,19,1,96,3,0
"福岡県",4222,38625,866,16,3303,53,0
"佐賀県",227,4663,36,0,192,0,1
"長崎県",205,13119,22,1,36,3,144,"G48の関数（=O47=★当日データ★!"
"熊本県",482,10563,81,0,391,7,3
"大分県",143,11368,40,0,102,1,0
"宮崎県",325,7800,74,0,251,1,1
"鹿児島県",349,14714,55,2,274,10,10
"沖縄県",1977,23690,466,12,1490,25,0
