都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,295394,2063750,25096,5,268848,1994,544
青森県,47961,223357,3595,0,44269,97,0
岩手県,27827,250333,3189,1,24552,86,0
宮城県,74489,522755,5448,2,68564,188,289
秋田県,25106,57189,2789,1,22260,57,0
山形県,23362,184345,1975,2,21300,87,0
福島県,52170,754173,4637,3,47319,214,0
茨城県,144497,1240444,4208,2,139868,421,0
栃木県,81165,715746,5780,1,75119,266,0
群馬県,83724,596291,3824,0,80563,308,971
埼玉県,513038,2664340,15401,6,496186,1451,0
千葉県,422410,1956927,14957,5,398910,1746,6797
東京都,1441805,6467427,71875,9,1365596,4334,0
神奈川県,703893,2180686,18230,21,683525,2138,0
新潟県,60943,592598,3454,0,57398,91,0
富山県,32157,228134,1402,1,30663,92,0
石川県,43691,395470,3273,4,40203,192,23
福井県,27237,294064,1105,0,26087,45,0
山梨県,28419,274619,1210,0,27155,67,13
長野県,62437,655888,3428,0,58650,178,181
岐阜県,85974,808982,4378,0,80936,324,336
静岡県,147118,1151870,6422,0,137963,402,2331
愛知県,483066,2501023,23214,9,457834,2018,0
三重県,71586,476558,3662,3,69445,285,1806
滋賀県,81236,581021,3596,0,77427,213,0
京都府,181503,778743,7418,9,172871,703,511
大阪府,897400,6677883,28476,25,863960,4948,16
兵庫県,384978,1465889,12029,8,370759,2191,1
奈良県,84975,481414,7131,3,77476,368,0
和歌山県,36152,157009,1373,1,34469,115,195
鳥取県,12255,351146,1059,0,11037,14,145
島根県,13865,178102,1496,0,12355,14,0
岡山県,80608,520624,4657,2,73541,240,2170
広島県,126849,1705414,11983,8,114402,464,0
山口県,36742,527281,1789,1,34780,173,0
徳島県,18834,194759,557,0,18204,80,7
香川県,39504,251604,2485,0,36899,120,0
愛媛県,33535,329650,2261,4,31138,136,0
高知県,21588,245014,1299,2,20185,104,0
福岡県,372219,2469287,17232,9,347219,1213,6555
佐賀県,44851,250109,3414,0,38633,102,2702
長崎県,44956,340575,5291,2,41873,121,2329
熊本県,81366,259336,5962,4,75125,279,0
大分県,44206,535463,2987,0,41063,156,0
宮崎県,40558,178672,3512,1,36991,132,77
鹿児島県,65081,365652,5464,2,58858,179,580
沖縄県,162530,747455,11195,8,150867,447,21
