"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1903,51131,62,2,1735,106,0
"青森県",35,2258,2,0,32,1,0
"岩手県",23,3844,0,0,23,0,0
"宮城県",337,9237,82,1,253,2,0
"秋田県",51,1964,1,0,50,0,0
"山形県",78,5019,2,1,76,1,1
"福島県",218,17984,44,3,172,2,0
"茨城県",621,11994,42,5,563,16,0
"栃木県",375,26582,59,1,311,1,4
"群馬県",602,18397,110,1,462,19,11
"埼玉県",4370,129795,280,8,3993,97,0
"千葉県",3516,72369,288,6,3161,67,0
"東京都",23608,403693,2198,27,21021,389,0
"神奈川県",6177,136304,606,26,5440,131,0
"新潟県",158,14340,14,1,144,0,0
"富山県",408,11350,11,0,372,25,0
"石川県",742,11383,67,0,631,44,0
"福井県",244,9361,18,3,215,9,2
"山梨県",180,10215,8,2,167,5,0
"長野県",299,17768,13,0,291,1,6
"岐阜県",596,20881,34,1,552,10,0
"静岡県",512,30918,21,1,490,1,0
"愛知県",4963,66654,361,16,4525,77,0
"三重県",466,11609,78,1,383,5,0
"滋賀県",475,10875,27,0,441,7,0
"京都府",1650,37666,76,1,1549,25,0
"大阪府",9860,165431,754,31,8909,188,9
"兵庫県",2521,51144,137,11,2329,55,0
"奈良県",551,18962,19,1,523,9,0
"和歌山県",236,8962,2,0,227,4,3
"鳥取県",35,4862,13,0,22,0,0
"島根県",137,5270,0,0,137,0,0
"岡山県",147,7861,1,"-",146,"-",0
"広島県",474,19437,10,0,461,3,0
"山口県",195,8645,24,1,170,1,0
"徳島県",147,6707,30,1,105,9,3
"香川県",92,9956,10,0,80,2,0
"愛媛県",114,3966,1,0,107,6,0
"高知県",137,3352,4,0,129,4,0
"福岡県",4970,45452,293,8,4589,88,0
"佐賀県",244,5614,1,0,243,0,0
"長崎県",236,16972,7,0,226,3,0,"G48の関数（"
"熊本県",570,15908,30,0,532,8,0
"大分県",158,15145,5,0,151,2,0
"宮崎県",344,8441,5,0,339,1,1
"鹿児島県",376,17489,10,1,376,12,22
"沖縄県",2310,34484,154,9,2115,45,4
