"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",2058,56243,120,0,1831,107,0
"青森県",36,2378,1,0,34,1,0
"岩手県",23,4163,0,0,23,0,0
"宮城県",392,10190,54,0,336,2,0
"秋田県",53,2121,2,0,51,0,0
"山形県",78,5127,2,1,76,1,1
"福島県",251,19800,42,2,206,3,0
"茨城県",649,12424,34,4,598,17,0
"栃木県",427,29943,57,1,370,1,1
"群馬県",699,20337,85,1,595,19,0
"埼玉県",4600,140657,270,7,4229,101,0
"千葉県",3822,86970,287,7,3465,70,0
"東京都",25335,443207,2150,26,22779,406,0
"神奈川県",6760,149564,530,27,6094,136,0
"新潟県",170,15140,15,0,155,0,0
"富山県",412,11696,5,0,382,25,0
"石川県",776,12580,52,0,677,47,0
"福井県",244,9692,2,1,229,11,2
"山梨県",182,10581,4,2,172,6,0
"長野県",305,18662,5,0,305,1,6
"岐阜県",622,22211,28,3,584,10,0
"静岡県",532,33644,15,1,516,1,0
"愛知県",5290,74449,357,15,4850,83,0
"三重県",495,12325,77,3,411,7,0
"滋賀県",495,11641,24,0,463,8,0
"京都府",1731,41742,60,2,1646,25,0
"大阪府",10483,180249,565,30,9705,203,10
"兵庫県",2674,55275,105,8,2510,59,0
"奈良県",567,20290,17,0,541,9,0
"和歌山県",240,9244,4,0,229,4,3
"鳥取県",36,5428,7,0,29,0,0
"島根県",140,5652,3,0,137,0,0
"岡山県",154,8110,1,"-",147,"-",6
"広島県",533,20619,47,2,467,3,16
"山口県",198,9601,6,1,190,2,0
"徳島県",147,6875,12,0,123,9,3
"香川県",93,10520,3,0,88,2,0
"愛媛県",114,4049,0,0,108,6,0
"高知県",138,3459,1,0,133,4,0
"福岡県",5027,47195,117,10,4815,95,0
"佐賀県",245,5874,2,0,245,0,2
"長崎県",236,18085,2,0,231,3,0,"G48の関数（=O47=★当日データ★!E"
"熊本県",572,16338,7,0,557,8,0
"大分県",158,16449,3,0,153,2,0
"宮崎県",344,8560,1,0,343,1,1
"鹿児島県",411,18752,29,0,376,12,6
"沖縄県",2441,38286,163,7,2236,46,4
