都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60619,1133813,233,1,58916,1469,1
青森県,5870,91344,142,1,5690,38,0
岩手県,3486,123775,1,0,3432,53,0
宮城県,16253,243973,20,1,16115,118,0
秋田県,1894,26799,3,0,1864,27,0
山形県,3532,100802,19,0,3457,56,0
福島県,9479,417629,15,2,9289,175,0
茨城県,24357,40462,75,7,24064,218,0
栃木県,15419,488860,57,2,15246,116,0
群馬県,16698,303003,44,3,16479,175,0
埼玉県,115452,1481497,294,24,114133,1025,0
千葉県,100192,1093992,247,12,98923,1017,5
東京都,377228,3726965,784,31,373349,3095,0
神奈川県,168714,1630375,389,14,167029,1296,0
新潟県,7971,291885,26,1,7884,61,0
富山県,4852,117196,27,0,4774,51,0
石川県,7935,197546,31,1,7753,129,22
福井県,3099,117946,18,0,3044,37,0
山梨県,5146,116608,8,0,5110,29,1
長野県,8833,323581,36,0,8756,96,55
岐阜県,19028,416823,125,2,18893,217,207
静岡県,26718,632965,33,0,26401,209,75
愛知県,106086,1337065,364,7,104569,1153,0
三重県,14744,267510,74,1,14830,163,323
滋賀県,12354,260549,36,1,12216,102,0
京都府,35796,428282,122,5,35382,290,2
大阪府,201784,3584924,1086,141,196108,3027,1563
兵庫県,78157,763165,336,12,76429,1392,0
奈良県,15824,254356,95,2,15580,149,0
和歌山県,5284,65794,7,1,5111,62,104
鳥取県,1659,149673,7,0,1622,5,25
島根県,1661,55806,30,0,1626,5,0
岡山県,15226,268198,66,2,15000,136,24
広島県,21950,905700,158,1,21593,199,0
山口県,5691,189336,60,0,5539,92,0
徳島県,3283,105453,8,0,3210,65,0
香川県,4696,130958,7,0,4651,38,0
愛媛県,5315,155595,76,1,5157,82,0
高知県,4143,100524,26,1,4085,32,0
福岡県,74314,1273522,336,11,73351,620,7
佐賀県,5814,105677,18,0,5814,30,48
長崎県,6078,182417,47,0,5958,73,0
熊本県,14376,123612,55,2,14185,136,0
大分県,8180,269267,24,0,8072,84,0
宮崎県,6150,73008,12,0,6079,41,18
鹿児島県,9096,169340,24,0,9073,65,66
沖縄県,50059,401073,243,4,49424,365,27
