"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",17933,332943,1247,11,16101,617,32
"青森県",738,15398,56,1,669,13,0
"岩手県",511,20830,25,1,457,29,0
"宮城県",3452,48905,183,7,3247,22,0
"秋田県",269,6756,37,0,228,4,0
"山形県",519,15731,63,1,443,13,0
"福島県",1768,90177,178,11,1538,52,0
"茨城県",5034,23780,560,16,4402,72,0
"栃木県",3854,111852,322,14,3483,49,0
"群馬県",4065,78856,392,12,3598,75,0
"埼玉県",26318,476181,3628,65,22291,399,0
"千葉県",23389,340657,4352,45,18751,286,0
"東京都",102777,1366439,8387,117,93394,996,0
"神奈川県",41916,520223,2299,83,39090,527,0
"新潟県",943,37723,97,2,834,12,0
"富山県",878,32299,32,2,819,27,0
"石川県",1519,42628,103,2,1371,58,13
"福井県",519,27853,47,2,451,21,0
"山梨県",908,14741,25,3,868,15,0
"長野県",2328,86509,116,1,2202,39,29
"岐阜県",4384,109874,383,11,3925,76,0
"静岡県",4708,154697,368,2,4256,84,0
"愛知県",24417,333828,2013,55,21975,429,0
"三重県",2298,52085,308,12,1957,33,0
"滋賀県",2215,61174,237,6,1945,33,0
"京都府",8651,137085,989,7,7610,127,75
"大阪府",44771,676190,3577,155,40217,977,0
"兵庫県",16893,211439,1481,63,14979,433,0
"奈良県",3166,72095,269,5,2855,42,0
"和歌山県",1098,22395,80,7,982,15,21
"鳥取県",206,35979,20,1,181,2,3
"島根県",274,13515,22,0,252,0,0
"岡山県",2380,55878,143,5,2199,24,14
"広島県",4863,120841,230,8,4526,94,13
"山口県",1283,49814,218,0,1040,25,0
"徳島県",392,22726,35,3,342,15,0
"香川県",684,39329,161,1,507,16,0
"愛媛県",1004,27572,82,2,901,21,0
"高知県",855,6953,20,1,818,17,0
"福岡県",16434,384982,1924,42,14310,200,0
"佐賀県",976,24890,76,1,912,6,18
"長崎県",1543,59516,217,3,1302,33,9
"熊本県",3372,54690,162,17,3087,64,59
"大分県",1215,67302,145,1,1052,18,0
"宮崎県",1879,24027,151,4,1721,20,13
"鹿児島県",1640,58166,155,2,1485,19,19
"沖縄県",7790,131009,673,5,7030,92,5
