"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",22381,492852,964,24,20567,801,49
"青森県",1305,29291,175,0,1100,20,10
"岩手県",779,52283,50,1,698,31,0
"宮城県",7580,110208,970,21,6545,46,19
"秋田県",367,9023,53,0,305,9,0
"山形県",1331,41557,250,4,1054,27,0
"福島県",2985,170846,263,12,2604,118,0
"茨城県",7432,28311,415,8,6888,129,0
"栃木県",5068,189656,191,2,4807,70,0
"群馬県",5481,126060,288,7,5091,102,0
"埼玉県",35452,706528,1747,35,32977,728,0
"千葉県",31608,514815,1162,12,29846,600,0
"東京都",130083,1897539,4845,45,123391,1847,0
"神奈川県",50879,752210,1527,28,48552,800,0
"新潟県",1939,95520,329,3,1592,18,0
"富山県",1144,45854,141,2,974,29,0
"石川県",2182,65861,193,11,1921,66,2
"福井県",729,41663,98,2,600,31,0
"山梨県",1057,33554,53,1,985,19,0
"長野県",3505,132835,398,2,3070,52,15
"岐阜県",5350,174401,267,4,4954,129,0
"静岡県",6147,270275,285,3,5741,121,0
"愛知県",29987,508020,2014,11,27361,612,0
"三重県",3174,86936,311,12,2881,74,92
"滋賀県",3204,97227,312,2,2832,60,0
"京都府",10616,192691,754,9,9710,176,24
"大阪府",67972,1246716,13239,286,52853,1269,611
"兵庫県",25334,339305,3974,80,20736,624,0
"奈良県",5079,109994,854,21,4164,61,0
"和歌山県",1778,30171,312,41,1419,19,28
"鳥取県",334,56541,84,0,235,2,13
"島根県",297,18895,9,0,288,0,0
"岡山県",3214,84188,246,4,2742,35,191
"広島県",5406,201024,134,0,5150,107,15
"山口県",1553,74020,114,0,1396,43,0
"徳島県",903,37102,281,6,596,26,0
"香川県",1061,57406,127,3,918,19,3
"愛媛県",1955,51897,353,8,1575,27,0
"高知県",963,7581,19,1,925,19,0
"福岡県",20132,550923,903,10,18885,344,0
"佐賀県",1337,34744,88,0,1256,13,20
"長崎県",1769,85369,126,0,1604,39,0
"熊本県",3591,59656,67,3,3450,74,0
"大分県",1378,101253,43,1,1313,22,0
"宮崎県",2043,27504,68,0,1943,22,10
"鹿児島県",1964,77595,67,1,1886,28,17
"沖縄県",11489,178411,1262,12,10103,130,6
