都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,595415,2772116,62241,4,530699,2307,168
青森県,119162,343363,15827,0,103160,175,0
岩手県,79244,389602,11261,0,67844,139,0
宮城県,198701,777791,28878,18,166300,268,3255
秋田県,69184,70406,18280,6,50818,86,0
山形県,67946,223912,16077,0,51750,129,10
福島県,131653,1022615,24392,3,107019,242,0
茨城県,284182,1477266,23883,4,259766,533,0
栃木県,176279,881242,21479,9,154407,393,0
群馬県,177643,807603,36079,11,146407,400,5243
埼玉県,986548,3599535,82915,33,901719,1914,0
千葉県,784774,2600467,50080,12,694809,2121,37764
東京都,2749513,8648824,213265,38,2531179,5069,0
神奈川県,1274957,4163808,33466,54,1238895,2596,0
新潟県,168151,844692,23166,4,144874,111,0
富山県,90982,315539,19542,5,71316,124,0
石川県,119218,656807,18208,4,100772,215,23
福井県,84762,414833,13047,2,71651,64,0
山梨県,71425,457423,9275,0,62124,99,73
長野県,152001,913300,20016,4,128530,240,3215
岐阜県,221459,1149137,30357,3,187298,435,3369
静岡県,373294,1606318,45456,13,312770,584,14484
愛知県,1072030,3532828,135996,32,933599,2435,0
三重県,186886,695640,33863,1,156191,411,3579
滋賀県,179254,836539,22356,4,156627,271,0
京都府,387974,1089142,63712,86,318444,832,4986
大阪府,1771502,8880916,214731,88,1550974,5797,0
兵庫県,806723,2169515,82903,44,721299,2529,8
奈良県,177673,658948,44241,14,132983,449,0
和歌山県,101386,270466,13346,4,87555,176,309
鳥取県,45298,600161,7569,1,37287,42,400
島根県,61780,317298,9428,0,52288,64,0
岡山県,200964,744043,22412,15,158999,315,19238
広島県,307188,2342329,64742,9,241849,597,0
山口県,118214,729913,20754,5,97178,282,0
徳島県,60466,274110,13933,4,46683,113,263
香川県,105206,357882,17043,1,87948,215,0
愛媛県,117473,532982,25342,6,91913,218,0
高知県,69639,404831,15209,10,54238,192,0
福岡県,892688,3583019,107144,16,759678,1574,24292
佐賀県,124475,377021,15842,2,100034,182,8417
長崎県,150006,617227,38430,4,118898,201,7523
熊本県,251511,461219,36708,24,214337,466,0
大分県,135741,791367,18192,6,117312,237,0
宮崎県,146871,224786,25500,4,120618,234,519
鹿児島県,223576,641242,34615,12,184102,357,4502
沖縄県,447087,1106966,32664,21,413486,567,370
