都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,697045,2968043,40643,4,657762,2502,3862
青森県,148282,398964,12019,0,136004,259,0
岩手県,99716,431698,4968,2,94572,176,0
宮城県,242226,840199,21726,7,204624,347,15529
秋田県,90022,73249,17983,1,71850,189,0
山形県,94001,243982,7543,0,86290,178,10
福島県,165349,1114921,17195,1,147910,244,0
茨城県,338672,1654084,20490,10,301424,622,16136
栃木県,208518,927407,16138,5,191920,460,0
群馬県,217173,858861,13809,2,204152,455,1243
埼玉県,1119820,3811804,30313,23,1087259,2248,0
千葉県,891766,2764314,37084,13,834872,2397,17413
東京都,3034897,9105951,90247,30,2939038,5612,0
神奈川県,1412228,4487314,35985,33,1373352,2891,0
新潟県,214417,913969,10128,3,204158,131,0
富山県,118609,347441,8205,0,110241,163,0
石川県,149837,729160,8587,1,140965,262,23
福井県,104862,439664,4418,0,100350,94,0
山梨県,89739,499562,4347,1,85276,140,24
長野県,189928,986062,8412,0,180110,320,1086
岐阜県,274076,1240838,12696,5,259287,535,1558
静岡県,458967,1740667,18869,3,433267,707,6124
愛知県,1278333,3918580,64512,24,1211080,2741,0
三重県,233125,784998,10341,2,226621,489,4326
滋賀県,217211,915586,11539,5,205372,300,0
京都府,452775,1168456,33627,58,416159,966,2023
大阪府,2003558,9389864,96961,55,1900365,6232,0
兵庫県,954466,2378953,43266,23,908451,2756,7
奈良県,213444,711332,51607,4,161328,509,0
和歌山県,124347,305160,4095,3,119710,233,309
鳥取県,58227,676639,9317,3,44778,67,4065
島根県,76489,345574,6885,1,69517,87,0
岡山県,253489,802467,17566,4,228698,384,6841
広島県,394196,2573285,64095,7,329411,690,0
山口県,151600,800588,6422,3,144819,359,0
徳島県,86978,279614,3980,5,82840,158,0
香川県,131798,388940,7242,3,124285,271,0
愛媛県,150646,598653,7424,2,142941,281,0
高知県,92973,465217,9250,7,83447,276,0
福岡県,1035475,3811028,52543,14,963154,1850,17928
佐賀県,149524,377021,12999,1,125171,210,11144
長崎県,201588,709061,22704,5,177499,308,1077
熊本県,311512,522511,19174,10,291749,589,0
大分県,165805,861361,5660,4,159823,322,0
宮崎県,183093,235792,8306,8,173788,331,668
鹿児島県,280340,717206,11259,8,266731,492,1858
沖縄県,488870,1158427,10388,16,477409,669,404
