都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,61196,1239667,65,1,59657,1474,0
青森県,5900,102033,3,0,5859,38,0
岩手県,3487,133264,0,0,3434,53,0
宮城県,16286,260809,3,0,16165,118,0
秋田県,1934,27521,6,0,1901,27,0
山形県,3604,111792,16,0,3532,56,0
福島県,9493,458586,6,0,9311,176,0
茨城県,24462,40561,12,1,24230,220,0
栃木県,15502,518804,15,0,15370,117,0
群馬県,17014,340456,102,2,16736,176,0
埼玉県,115924,1609816,80,3,114785,1059,0
千葉県,100528,1205652,47,0,99450,1028,3
東京都,382369,4069095,183,3,379016,3170,0
神奈川県,169389,1783580,103,0,167971,1315,0
新潟県,8078,316619,40,0,7977,61,0
富山県,4868,128968,0,0,4816,52,0
石川県,7969,210400,0,0,7818,129,22
福井県,3115,125096,0,0,3077,38,0
山梨県,5157,131552,1,0,5127,29,0
長野県,8892,357654,6,0,8845,97,56
岐阜県,19269,461849,7,0,19040,218,4
静岡県,26852,705572,54,0,26584,209,5
愛知県,106653,1473693,54,0,105438,1161,0
三重県,14817,264874,1,0,14980,163,327
滋賀県,12440,289372,9,0,12327,104,0
京都府,36009,461861,13,1,35699,291,6
大阪府,203277,4117549,109,9,200104,3064,0
兵庫県,78740,841089,57,2,77285,1398,0
奈良県,15936,276255,3,0,15784,149,0
和歌山県,5303,67912,0,0,5136,62,105
鳥取県,1669,165338,0,0,1639,5,25
島根県,1733,62794,0,0,1728,5,0
岡山県,15548,305825,6,1,15404,136,2
広島県,22175,969254,1,0,21972,202,0
山口県,5793,208959,1,0,5699,93,0
徳島県,3291,114541,0,0,3225,66,0
香川県,4705,142477,0,0,4666,38,1
愛媛県,5412,170769,0,0,5330,82,0
高知県,4167,105447,0,0,4134,33,0
福岡県,74666,1397717,44,2,73995,625,2
佐賀県,5866,117737,0,0,5891,30,55
長崎県,6119,199409,0,0,6046,73,0
熊本県,14395,124783,0,0,14259,136,0
大分県,8187,298962,0,0,8103,84,0
宮崎県,6153,73123,2,0,6094,41,16
鹿児島県,9103,175276,0,0,9037,66,0
沖縄県,50350,428582,25,0,49931,398,4
