都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,243399,1919871,19583,6,221557,1948,311
青森県,40402,204682,4890,0,35423,89,0
岩手県,21267,226257,3409,1,17778,80,0
宮城県,63861,477068,5897,3,57216,176,572
秋田県,19218,52544,3085,2,16084,49,0
山形県,19310,174545,2258,2,16972,80,0
福島県,41501,699604,5876,2,35425,200,0
茨城県,126375,44830,8005,3,117977,393,0
栃木県,68956,686880,6325,3,62378,253,0
群馬県,75274,557906,4620,1,70358,296,0
埼玉県,462773,2520687,26820,16,434542,1411,0
千葉県,384440,1861841,21545,9,358547,1684,2664
東京都,1326924,6141221,105718,29,1216972,4234,0
神奈川県,639865,2180686,30023,22,607771,2071,0
新潟県,49717,541497,5588,0,44038,91,0
富山県,29680,216636,2326,3,27269,85,0
石川県,37387,361289,2884,1,34294,186,23
福井県,23183,271553,1213,1,21925,45,0
山梨県,24979,253702,1851,1,23074,64,10
長野県,50166,599475,5068,0,43942,168,988
岐阜県,74330,752325,4762,1,68763,318,487
静岡県,131090,1066008,8555,1,119951,387,2197
愛知県,436286,2370814,22916,18,411382,1988,0
三重県,61608,439857,5319,1,57576,274,1561
滋賀県,73600,536610,4499,0,68902,199,0
京都府,164503,739306,9541,6,153374,680,908
大阪府,832818,6342347,40907,275,787063,4817,31
兵庫県,350809,1392123,15333,8,333339,2138,1
奈良県,77383,457115,8584,8,69446,353,1000
和歌山県,30923,142538,1507,0,29130,110,176
鳥取県,10063,315525,704,0,9230,14,115
島根県,10704,148690,1303,0,9390,11,0
岡山県,68229,493254,3679,2,61607,225,2718
広島県,106273,1571842,10762,5,95060,451,0
山口県,32381,495987,2767,1,29447,167,0
徳島県,17082,183814,762,2,16246,79,5
香川県,32671,233924,2543,2,30014,114,0
愛媛県,27702,305190,2546,4,25025,131,0
高知県,18464,224224,1349,2,17014,101,0
福岡県,325927,2310432,32101,9,285770,1154,6902
佐賀県,35658,226542,3109,0,30051,92,2406
長崎県,36096,316367,3614,0,34001,117,1636
熊本県,69261,237793,5346,6,63639,276,0
大分県,36357,497779,3268,2,32944,145,0
宮崎県,30511,160548,4806,1,25660,120,75
鹿児島県,50714,324831,5769,0,44164,171,610
沖縄県,134193,684852,10042,6,123706,441,4
