"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",9852,168206,2217,24,7394,241,0
"青森県",330,7261,51,2,273,6,0
"岩手県",220,10109,66,3,150,4,0
"宮城県",1293,19898,150,5,1133,10,0
"秋田県",90,3689,4,0,85,1,0
"山形県",173,8120,47,1,125,1,0
"福島県",530,41884,63,5,459,8,0
"茨城県",1832,17334,395,17,1414,23,0
"栃木県",749,57257,170,10,579,2,2
"群馬県",1388,39174,259,5,1090,22,17
"埼玉県",9321,250151,1592,29,7573,156,0
"千葉県",7466,172106,832,14,6542,92,0
"東京都",43704,797901,4588,54,38605,511,0
"神奈川県",13639,265968,1227,65,12199,213,0
"新潟県",356,23178,82,0,274,0,0
"富山県",462,17786,16,0,420,26,0
"石川県",872,23273,28,0,794,50,0
"福井県",321,15731,15,2,295,11,0
"山梨県",381,13645,61,0,311,9,0
"長野県",803,33056,112,3,657,6,28
"岐阜県",1245,43971,250,2,981,14,0
"静岡県",1827,61478,570,10,1243,14,0
"愛知県",11157,143080,1865,28,9163,129,0
"三重県",950,22079,190,5,751,9,0
"滋賀県",816,29135,68,1,737,11,0
"京都府",2736,68469,217,7,2480,39,0
"大阪府",22507,350264,4421,141,17714,353,19
"兵庫県",6320,103474,800,39,5426,94,0
"奈良県",1306,35104,261,7,1032,13,0
"和歌山県",503,14074,76,6,409,7,11
"鳥取県",63,18057,6,0,56,0,1
"島根県",155,7158,9,1,146,0,0
"岡山県",657,20802,140,5,468,11,38
"広島県",1023,35884,203,6,800,6,14
"山口県",410,19028,51,3,353,2,4
"徳島県",185,7925,6,1,170,9,0
"香川県",163,18038,33,0,127,3,0
"愛媛県",345,8520,101,5,237,6,1
"高知県",233,4061,61,0,150,4,18
"福岡県",6060,210854,387,9,5564,109,0
"佐賀県",337,10504,41,0,298,2,4
"長崎県",273,28194,16,0,257,3,3,"G48の関数（=O47=★当日データ★!E49"
"熊本県",1085,25055,77,7,969,13,26
"大分県",397,30105,151,1,243,3,0
"宮崎県",557,10314,97,1,460,1,1
"鹿児島県",637,28192,35,1,602,13,13
"沖縄県",4574,75749,428,5,4077,74,5
