都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60295,1100711,409,6,58454,1467,35
青森県,5713,86896,191,3,5486,36,0
岩手県,3482,120550,10,0,3420,52,0
宮城県,16217,238667,159,3,15936,117,5
秋田県,1875,26030,31,1,1818,26,0
山形県,3505,95561,41,1,3408,56,0
福島県,9446,404659,56,4,9216,174,0
茨城県,24187,39827,270,10,23702,215,0
栃木県,15277,478568,215,4,14946,116,0
群馬県,16589,290742,147,10,16270,172,0
埼玉県,114848,1438072,1494,48,112346,1008,0
千葉県,99699,1055252,900,35,97734,1000,65
東京都,375812,3615629,2958,88,369907,2947,0
神奈川県,167789,1579540,1270,61,165256,1263,0
新潟県,7880,279625,186,3,7634,60,0
富山県,4797,112486,41,2,4706,50,0
石川県,7891,191608,125,2,7620,124,22
福井県,3054,114975,63,1,2954,37,0
山梨県,5114,111974,107,0,4978,29,0
長野県,8748,310469,87,1,8620,96,55
岐阜県,18785,401904,325,4,18438,215,193
静岡県,26637,609854,210,3,26221,206,0
愛知県,105386,1279026,1996,28,102254,1136,0
三重県,14633,262689,190,2,14600,163,320
滋賀県,12278,251454,188,1,11990,100,0
京都府,35541,416840,936,18,34293,279,33
大阪府,199978,3415780,3309,240,191913,2974,1782
兵庫県,77414,736067,1127,26,74899,1388,0
奈良県,15675,245646,192,3,15334,149,0
和歌山県,5249,64734,55,9,5030,61,103
鳥取県,1640,144097,14,0,1598,5,23
島根県,1621,53023,52,0,1565,4,0
岡山県,15111,262448,105,3,14843,136,27
広島県,21674,884248,272,6,21206,196,0
山口県,5592,182635,57,0,5446,89,0
徳島県,3258,102409,53,1,3141,64,0
香川県,4685,127233,37,2,4612,36,0
愛媛県,5180,148223,112,2,4987,81,0
高知県,4107,94905,39,1,4037,31,0
福岡県,73991,1234621,1617,23,71725,611,38
佐賀県,5764,101205,74,1,5706,29,45
長崎県,5998,176827,73,0,5854,72,1
熊本県,14283,121653,160,4,13988,135,0
大分県,8106,259311,124,3,7901,81,0
宮崎県,6130,72363,38,2,6029,41,22
鹿児島県,9059,166682,49,0,9008,65,63
沖縄県,49699,390546,877,31,48356,317,149
