都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,381760,2383925,5200,2,374405,2096,59
青森県,62429,265713,1706,0,60611,112,0
岩手県,38047,300036,637,0,37314,96,0
宮城県,93948,627350,1598,2,91939,200,211
秋田県,32095,63835,333,0,31690,72,0
山形県,30519,201515,680,0,29742,97,0
福島県,66678,876257,795,0,65656,227,0
茨城県,165080,1380150,1337,0,163298,445,0
栃木県,94042,776887,808,2,92957,277,0
群馬県,98239,680037,897,1,97020,322,0
埼玉県,569678,2965984,6735,0,561280,1663,0
千葉県,464308,2212869,3912,1,456924,1795,1677
東京都,1598831,7224022,24558,3,1569698,4575,0
神奈川県,780390,3152340,8759,5,769401,2230,0
新潟県,75739,690154,903,0,74745,91,0
富山県,40144,263617,1188,0,38861,95,0
石川県,60111,511766,1133,0,58758,197,23
福井県,39037,343086,813,0,38179,45,0
山梨県,34469,362425,427,0,33977,68,3
長野県,77709,773387,754,0,76699,205,51
岐阜県,109006,944500,1720,0,106660,346,280
静岡県,179338,1322267,2584,0,176021,421,312
愛知県,567876,2912310,8647,1,557131,2098,0
三重県,87327,557494,1620,1,87446,309,2048
滋賀県,95429,676623,1432,0,93776,221,0
京都府,212428,871514,2950,11,208241,746,491
大阪府,1014180,7473489,14885,5,994085,5210,0
兵庫県,443280,1640779,5420,2,435610,2251,1
奈良県,96228,542906,1164,2,94672,392,0
和歌山県,44667,180378,797,0,43542,118,210
鳥取県,16452,426053,547,0,15681,20,204
島根県,19599,234585,1819,0,17764,16,0
岡山県,104534,617503,1449,1,101517,251,1317
広島県,168625,1985300,3097,2,165033,495,0
山口県,49278,611547,1375,0,47722,181,0
徳島県,24509,229381,591,0,23834,85,1
香川県,50882,292044,681,0,50073,128,0
愛媛県,44705,386112,1914,0,42648,143,0
高知県,30664,317030,1145,1,29404,115,0
福岡県,448847,2830755,6735,0,434045,1273,6794
佐賀県,57165,296190,1728,0,52635,110,2692
長崎県,65961,437052,2305,0,63543,126,13
熊本県,111179,301208,4364,1,106513,302,0
大分県,58185,625784,1184,0,56836,165,0
宮崎県,58794,194878,1980,0,56584,146,84
鹿児島県,93595,443734,2618,1,90339,210,428
沖縄県,253559,927329,11963,8,241048,487,61
