"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",21298,458457,806,21,19692,754,46
"青森県",1086,26028,162,0,904,20,0
"岩手県",705,47083,113,0,562,30,0
"宮城県",6520,95030,1517,9,4969,34,0
"秋田県",301,7584,23,0,272,6,0
"山形県",1052,37520,278,1,757,17,0
"福島県",2912,155282,279,11,2516,117,0
"茨城県",6892,26895,301,1,6464,127,0
"栃木県",4777,177169,244,2,4463,70,0
"群馬県",5118,116275,205,4,4814,99,0
"埼玉県",33493,662472,1446,37,31343,704,0
"千葉県",30141,487753,1114,16,28450,577,0
"東京都",122951,1793685,3570,46,117602,1779,0
"神奈川県",48676,709257,1005,26,46884,787,0
"新潟県",1566,85593,225,2,1341,18,18
"富山県",961,42421,40,0,892,29,0
"石川県",1957,61396,62,1,1829,64,2
"福井県",619,36825,62,0,532,25,0
"山梨県",989,32134,29,1,941,19,0
"長野県",2957,121164,288,1,2648,41,20
"岐阜県",5019,161987,142,4,4749,128,0
"静岡県",5836,253033,228,0,5490,118,0
"愛知県",27823,475126,952,7,26281,590,0
"三重県",2853,79034,197,1,2668,72,84
"滋賀県",2857,88603,154,4,2645,58,0
"京都府",9757,180959,432,1,9175,171,21
"大阪府",55030,1094543,5129,143,48256,1195,450
"兵庫県",20847,305678,1704,76,18547,596,0
"奈良県",4019,99732,464,6,3500,55,0
"和歌山県",1364,27386,150,8,1171,18,25
"鳥取県",277,50134,66,0,205,2,4
"島根県",288,18022,4,0,284,0,0
"岡山県",2762,81422,82,3,2575,36,69
"広島県",5209,181607,106,1,4992,106,5
"山口県",1439,68811,38,0,1358,43,0
"徳島県",593,33508,123,2,451,19,0
"香川県",914,52926,138,0,760,19,3
"愛媛県",1518,41928,397,3,1097,24,0
"高知県",931,7471,23,2,889,19,0
"福岡県",19146,517474,384,5,18429,333,0
"佐賀県",1224,32704,64,0,1166,13,19
"長崎県",1645,78704,26,0,1580,39,0
"熊本県",3521,58455,32,2,3415,74,0
"大分県",1323,93888,21,1,1280,22,0
"宮崎県",1966,24922,21,1,1924,22,1
"鹿児島県",1863,74509,65,0,1790,28,20
"沖縄県",9941,168321,792,2,9026,129,6
