"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",22076,482910,845,22,20409,790,32
"青森県",1260,28908,164,0,1076,20,0
"岩手県",771,51363,66,0,674,31,0
"宮城県",7419,108044,1037,19,6314,44,24
"秋田県",349,8791,46,0,294,9,0
"山形県",1288,41178,252,3,1014,22,0
"福島県",2880,167430,285,12,2477,118,0
"茨城県",7270,28232,361,8,6780,129,0
"栃木県",5007,187259,213,3,4724,70,0
"群馬県",5396,125607,276,6,5018,102,0
"埼玉県",34916,697963,1586,32,32609,721,0
"千葉県",31152,511900,948,15,29606,598,0
"東京都",128114,1881027,4410,37,121876,1828,0
"神奈川県",50203,747430,1289,26,48114,800,0
"新潟県",1842,93873,283,1,1541,18,0
"富山県",1080,45610,113,3,938,29,0
"石川県",2113,65020,156,9,1889,66,2
"福井県",684,40715,72,2,583,29,0
"山梨県",1050,33554,55,1,976,19,0
"長野県",3351,131957,349,1,2970,49,17
"岐阜県",5239,171949,197,3,4913,129,0
"静岡県",6027,268724,234,4,5672,121,0
"愛知県",29316,504532,1676,7,27034,606,0
"三重県",3089,82920,263,7,2842,74,90
"滋賀県",3096,95183,260,4,2777,59,0
"京都府",10509,191174,721,11,9638,176,26
"大阪府",64382,1199005,10940,261,51638,1238,566
"兵庫県",23793,331053,3127,80,20049,617,0
"奈良県",4815,109050,755,10,4000,60,0
"和歌山県",1666,29514,267,39,1354,19,26
"鳥取県",320,54749,80,0,226,2,12
"島根県",295,18895,7,0,288,0,0
"岡山県",3069,84188,166,3,2603,35,265
"広島県",5330,195831,104,0,5110,107,9
"山口県",1485,74020,54,0,1388,43,0
"徳島県",791,36251,211,4,555,25,0
"香川県",1028,56401,126,2,886,19,3
"愛媛県",1819,46605,310,9,1484,25,0
"高知県",951,7552,15,1,917,19,0
"福岡県",19748,543312,648,10,18759,341,0
"佐賀県",1302,34288,68,0,1239,13,18
"長崎県",1702,83675,64,0,1599,39,0
"熊本県",3579,59003,52,3,3453,74,0
"大分県",1361,99742,38,1,1301,22,0
"宮崎県",2025,27215,62,0,1938,22,3
"鹿児島県",1943,77280,65,0,1865,28,15
"沖縄県",11137,176389,1227,11,9786,130,6
