"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1361,25699,88,5,1171,102,0
"青森県",31,1317,4,0,26,1,0
"岩手県",0,1290,0,0,0,0,0
"宮城県",136,5288,22,0,113,1,0
"秋田県",16,1054,0,0,16,0,0
"山形県",75,2832,3,0,72,1,1
"福島県",85,8752,3,0,82,0,0
"茨城県",235,6442,26,2,199,10,0
"栃木県",139,11552,46,0,95,0,2
"群馬県",174,7184,17,1,138,19,0
"埼玉県",1891,55580,444,5,1377,70,0
"千葉県",1333,24141,249,2,1038,46,0
"東京都",10054,151630,1960,18,7767,327,0
"神奈川県",2107,16219,295,7,1714,98,0
"新潟県",92,5858,6,0,85,0,1
"富山県",234,4874,6,0,206,22,0
"石川県",306,3030,9,1,270,27,0
"福井県",126,4351,3,0,115,8,0
"山梨県",80,6681,4,0,75,1,0
"長野県",86,5467,9,0,77,"-",0
"岐阜県",200,7897,37,0,156,7,0
"静岡県",119,10472,29,0,89,1,0
"愛知県",714,16828,181,0,493,35,5
"三重県",58,3383,9,0,47,1,1
"滋賀県",128,3449,23,1,104,1,0
"京都府",586,14909,146,1,422,18,0
"大阪府",2662,57990,564,10,2012,86,0
"兵庫県",853,20016,102,0,706,45,0
"奈良県",171,7978,47,1,122,2,0
"和歌山県",100,5210,16,1,81,3,0
"鳥取県",5,2255,1,0,4,0,0
"島根県",26,2033,1,0,24,0,1
"岡山県",44,2459,13,"-",31,"-",0
"広島県",220,9665,39,0,179,3,1
"山口県",43,3375,5,0,37,0,1
"徳島県",10,1470,5,0,4,1,0
"香川県",44,4149,16,0,28,0,0
"愛媛県",83,2757,1,0,77,5,0
"高知県",77,2148,2,0,72,3,0
"福岡県",1113,19892,203,4,877,33,0
"佐賀県",55,1836,8,0,47,0,0
"長崎県",47,5241,30,"-",16,1,0,"G48の関数（=O47=★当日デー"
"熊本県",52,4607,3,0,46,3,0
"大分県",60,5913,0,0,59,1,0
"宮崎県",20,1868,2,0,18,0,0
"鹿児島県",172,8314,63,0,108,0,1
"沖縄県",157,3830,11,0,143,7,0
