"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",58749,1038393,2531,26,54989,1460,231
"青森県",5008,76805,677,3,4298,33,0
"岩手県",3321,112736,315,1,2956,50,0
"宮城県",15548,217454,1005,23,14397,104,42
"秋田県",1739,23792,119,1,1594,26,0
"山形県",3362,88984,217,5,3094,51,0
"福島県",9130,380118,422,6,8535,173,0
"茨城県",22518,38447,1542,27,20775,201,0
"栃木県",14263,406177,1042,15,13116,105,0
"群馬県",15923,269863,1018,26,14741,164,0
"埼玉県",108756,1351400,11449,134,96383,924,0
"千葉県",94492,979329,10941,93,82633,918,0
"東京都",362701,3409164,21067,251,339021,2613,0
"神奈川県",159780,1485743,10127,216,148495,1158,0
"新潟県",7253,257325,534,10,6663,56,0
"富山県",4644,105554,409,10,4191,44,0
"石川県",7522,175383,308,4,7071,123,20
"福井県",2783,104790,192,2,2555,36,0
"山梨県",4802,97156,389,4,4389,26,2
"長野県",8282,285547,374,2,7822,95,9
"岐阜県",17531,370666,1782,18,15620,206,77
"静岡県",25032,563324,3188,20,21651,193,0
"愛知県",95681,1153458,21039,94,73582,1060,0
"三重県",13885,192585,2622,28,11410,144,291
"滋賀県",11609,217669,1288,10,10224,97,0
"京都府",33521,388403,3978,89,29017,256,270
"大阪府",186775,3101495,21227,628,160705,2855,1988
"兵庫県",71563,679057,6314,81,63893,1359,3
"奈良県",14755,230093,1311,18,13358,142,56
"和歌山県",4982,60852,324,22,4500,57,101
"鳥取県",1550,133869,163,2,1360,5,22
"島根県",1493,48532,159,2,1332,2,0
"岡山県",14538,231974,1686,21,11771,132,949
"広島県",20240,800256,1045,16,18022,189,984
"山口県",5355,166210,479,5,4789,87,0
"徳島県",3010,93355,302,4,2644,64,0
"香川県",4539,119310,320,5,4184,34,1
"愛媛県",4889,135817,276,5,4532,81,0
"高知県",3899,85687,426,9,3442,31,0
"福岡県",70678,1152905,8163,33,61509,581,425
"佐賀県",5536,92435,410,2,5152,28,54
"長崎県",5695,165319,526,1,5103,70,4
"熊本県",13613,114048,1346,19,12136,131,0
"大分県",7652,239132,616,3,6963,73,0
"宮崎県",5883,67481,523,11,5311,34,15
"鹿児島県",8701,157505,639,5,8012,56,6
"沖縄県",46506,358178,5194,115,40699,269,344
