"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",17720,327318,1330,11,15859,611,80
"青森県",730,13519,58,1,659,13,0
"岩手県",505,20461,22,2,455,28,0
"宮城県",3431,48693,213,9,3196,22,0
"秋田県",266,6739,44,0,219,3,0
"山形県",513,15189,59,2,441,13,0
"福島県",1750,87691,210,12,1490,50,0
"茨城県",4914,23513,581,15,4265,68,0
"栃木県",3803,107222,391,15,3363,49,0
"群馬県",3969,77531,374,14,3524,71,0
"埼玉県",25851,466838,3965,65,21511,375,0
"千葉県",22948,335596,5186,44,17491,271,0
"東京都",101466,1346412,9854,125,90663,949,0
"神奈川県",41404,509791,2644,104,38266,494,0
"新潟県",928,37467,98,2,818,12,0
"富山県",876,31560,37,2,812,27,0
"石川県",1484,41738,89,3,1347,58,10
"福井県",517,27353,60,4,437,20,0
"山梨県",902,14741,25,3,862,15,0
"長野県",2314,85149,144,1,2161,38,29
"岐阜県",4321,107762,420,9,3831,70,0
"静岡県",4645,151467,402,2,4163,80,0
"愛知県",24202,325712,2235,60,21557,410,0
"三重県",2259,46585,335,9,1893,31,0
"滋賀県",2180,58374,251,5,1896,33,0
"京都府",8566,134586,1119,15,7400,122,75
"大阪府",44355,665303,3990,166,39407,958,0
"兵庫県",16662,206992,1644,65,14596,422,0
"奈良県",3121,70956,292,5,2789,40,0
"和歌山県",1085,22157,87,10,962,15,21
"鳥取県",203,35387,23,0,175,2,3
"島根県",273,12166,22,0,251,0,0
"岡山県",2366,51686,252,10,2013,20,81
"広島県",4841,120841,278,11,4452,94,17
"山口県",1272,49814,268,0,980,24,0
"徳島県",389,22374,43,3,331,15,0
"香川県",670,38359,160,1,495,15,0
"愛媛県",997,25633,89,3,887,21,0
"高知県",851,6948,29,4,808,14,0
"福岡県",16316,378330,1967,40,14153,196,0
"佐賀県",965,24285,81,1,895,6,17
"長崎県",1537,58238,222,3,1286,32,3
"熊本県",3360,51587,188,19,3005,63,104
"大分県",1191,65881,152,2,1022,17,0
"宮崎県",1866,23721,180,5,1679,20,13
"鹿児島県",1632,57426,188,4,1444,19,19
"沖縄県",7691,128395,727,6,6877,92,5
