"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",18171,340246,1157,11,16496,627,109
"青森県",750,15703,43,1,694,13,0
"岩手県",516,21661,22,1,465,29,0
"宮城県",3478,49497,119,7,3336,23,0
"秋田県",269,6876,34,0,231,4,0
"山形県",527,16108,47,1,467,13,0
"福島県",1788,93246,134,8,1595,59,0
"茨城県",5213,24100,503,17,4629,81,0
"栃木県",3898,114470,239,12,3602,57,0
"群馬県",4149,80828,327,10,3746,76,0
"埼玉県",27004,489778,3156,52,23424,424,0
"千葉県",23989,360378,3659,44,20026,304,0
"東京都",104533,1394055,5974,104,97506,1053,0
"神奈川県",42544,531998,1709,57,40274,561,0
"新潟県",965,38653,77,2,875,13,0
"富山県",882,32888,20,3,835,27,0
"石川県",1580,44128,158,0,1388,60,26
"福井県",528,28583,42,2,463,23,0
"山梨県",914,14741,18,2,881,15,0
"長野県",2340,89440,80,1,2251,39,30
"岐阜県",4480,114571,335,12,4061,84,0
"静岡県",4774,159633,241,2,4446,87,0
"愛知県",24695,343230,1680,48,22565,450,0
"三重県",2343,52085,253,13,2052,38,0
"滋賀県",2261,62642,214,7,2014,33,0
"京都府",8771,140204,914,5,7795,136,74
"大阪府",45350,692573,3072,146,41257,1021,0
"兵庫県",17165,218372,1074,67,15643,448,0
"奈良県",3217,74191,215,8,2960,42,0
"和歌山県",1113,22803,56,8,1020,15,22
"鳥取県",207,36612,19,1,183,2,3
"島根県",278,13515,12,0,266,0,0
"岡山県",2415,55878,143,5,2199,24,49
"広島県",4899,139933,162,8,4632,96,9
"山口県",1323,49814,175,0,1118,30,0
"徳島県",397,23174,28,3,354,15,0
"香川県",706,40339,96,1,593,17,0
"愛媛県",1023,27743,77,1,924,22,0
"高知県",864,6969,15,1,832,17,0
"福岡県",16892,394980,1697,37,14976,219,0
"佐賀県",986,25329,61,1,937,6,18
"長崎県",1565,61489,169,3,1365,35,4
"熊本県",3388,55083,123,15,3163,66,36
"大分県",1237,70251,118,0,1101,18,0
"宮崎県",1891,24235,115,3,1749,20,7
"鹿児島県",1675,59643,83,3,1582,19,9
"沖縄県",7901,133750,534,3,7278,94,5
