"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",23270,512060,1256,24,21108,837,69
"青森県",1482,31293,258,0,1202,22,0
"岩手県",848,54585,78,2,739,31,0
"宮城県",7898,115308,681,16,7149,59,9
"秋田県",414,9637,69,0,336,9,0
"山形県",1441,44992,182,5,1227,32,0
"福島県",3198,180190,330,11,2747,121,0
"茨城県",7887,28924,558,13,7197,132,0
"栃木県",5227,195374,209,4,4948,70,0
"群馬県",5724,131991,312,3,5309,103,0
"埼玉県",36884,733863,2152,29,33994,738,0
"千葉県",32503,533805,1198,16,30689,616,0
"東京都",135173,1962066,6034,50,127263,1876,0
"神奈川県",52411,779963,1887,37,49712,812,0
"新潟県",2177,102304,405,2,1754,18,0
"富山県",1254,48632,153,5,1072,29,0
"石川県",2367,69063,277,11,2019,69,2
"福井県",849,45455,178,3,638,33,0
"山梨県",1113,35312,65,1,1029,19,0
"長野県",3735,141593,392,5,3328,62,47
"岐阜県",5635,181992,372,6,5133,130,0
"静岡県",6315,280654,284,3,5910,121,0
"愛知県",31732,530413,2773,20,28340,619,0
"三重県",3526,91905,534,14,3006,77,91
"滋賀県",3521,100974,457,4,3003,61,0
"京都府",11427,203699,1142,12,10142,181,38
"大阪府",75559,1347565,16692,362,56828,1361,678
"兵庫県",28762,361841,4511,89,23594,657,0
"奈良県",5768,118912,1103,20,4592,71,2
"和歌山県",2033,30171,385,55,1594,22,32
"鳥取県",356,59348,66,0,281,2,7
"島根県",332,19437,37,0,295,0,0
"岡山県",3601,95544,396,11,2907,37,261
"広島県",5669,237949,259,3,5277,109,24
"山口県",1718,77872,242,1,1433,43,0
"徳島県",1159,41222,378,7,746,35,0
"香川県",1154,59782,141,4,998,21,6
"愛媛県",2192,57611,392,11,1768,32,0
"高知県",989,7710,32,2,938,19,0
"福岡県",21581,580261,1875,16,19360,346,0
"佐賀県",1524,37237,218,5,1318,13,25
"長崎県",1947,88968,278,1,1640,40,11
"熊本県",3767,62103,203,5,3487,77,0
"大分県",1641,106440,282,1,1335,24,0
"宮崎県",2140,28570,99,0,2011,22,8
"鹿児島県",2024,79790,82,0,1928,28,14
"沖縄県",12135,185656,1260,9,10748,133,6
