都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60846,1178293,97,1,59278,1472,1
青森県,5896,96856,2,0,5856,38,0
岩手県,3486,128039,0,0,3433,53,0
宮城県,16274,251585,7,0,16149,118,0
秋田県,1919,27198,11,0,1881,27,0
山形県,3551,105713,3,0,3492,56,0
福島県,9486,435874,5,2,9306,175,0
茨城県,24419,40535,14,0,24186,219,0
栃木県,15460,502281,15,2,15329,116,0
群馬県,16816,319056,34,0,16606,176,0
埼玉県,115684,1540166,97,13,114538,1049,0
千葉県,100387,1141928,64,1,99288,1026,9
東京都,381869,3880513,267,10,378445,3157,0
神奈川県,169011,1700610,118,7,167582,1311,0
新潟県,8001,299035,9,0,7931,61,0
富山県,4867,122529,0,0,4815,52,0
石川県,7965,203045,4,0,7811,129,21
福井県,3115,121987,2,0,3075,38,0
山梨県,5155,122749,0,0,5126,29,0
長野県,8882,340375,8,0,8833,97,56
岐阜県,19222,437694,83,1,18915,218,6
静岡県,26766,665407,14,0,26542,209,1
愛知県,106442,1399621,94,4,105192,1156,0
三重県,14808,248524,13,0,14957,163,325
滋賀県,12416,274647,11,0,12301,104,0
京都府,35924,443704,34,0,35592,291,7
大阪府,202761,3808193,359,40,199347,3055,0
兵庫県,78568,795748,128,4,77044,1396,0
奈良県,15913,265046,25,0,15739,149,0
和歌山県,5296,66824,2,0,5127,62,105
鳥取県,1668,157111,0,0,1638,5,25
島根県,1731,59148,18,0,1708,5,0
岡山県,15417,283975,63,1,15131,136,87
広島県,22115,940010,45,0,21868,202,0
山口県,5771,199962,36,0,5642,93,0
徳島県,3289,109728,3,0,3221,65,0
香川県,4703,136211,0,0,4664,38,1
愛媛県,5408,161923,28,0,5298,82,0
高知県,4166,104311,3,0,4130,33,0
福岡県,74481,1328660,57,4,73795,622,7
佐賀県,5864,111634,10,0,5878,30,54
長崎県,6118,190493,1,0,6044,73,0
熊本県,14393,124441,2,1,14255,136,0
大分県,8186,282407,0,0,8102,84,0
宮崎県,6151,73038,0,0,6094,41,16
鹿児島県,9102,172328,1,0,9035,66,0
沖縄県,50284,414071,69,1,49802,397,16
