都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,363161,2275176,14286,2,347815,2068,1008
青森県,57373,249560,1452,0,55817,104,0
岩手県,35424,282852,2151,0,33182,91,0
宮城県,88039,590310,2510,0,85057,198,274
秋田県,30738,62430,1012,0,29658,68,0
山形県,28831,195471,1080,0,27657,94,0
福島県,64208,833109,1558,0,62428,222,0
茨城県,159774,1343469,1608,0,157727,439,0
栃木県,91534,753508,1583,1,89677,274,0
群馬県,94865,649686,1839,0,92863,320,157
埼玉県,553437,2853469,6469,0,545349,1619,0
千葉県,451806,2102896,5217,1,442606,1780,2203
東京都,1549240,6928777,26779,2,1517940,4521,0
神奈川県,756897,2180686,8379,11,746312,2206,0
新潟県,72723,656321,1952,1,70680,91,0
富山県,37724,250727,1785,1,35846,93,0
石川県,56600,464510,1968,1,54413,196,23
福井県,35845,328248,1060,0,34740,45,0
山梨県,32882,336886,971,0,31846,68,3
長野県,74269,731727,1796,1,72198,200,75
岐阜県,102928,898355,3684,0,98505,339,400
静岡県,172023,1257019,4540,1,165976,414,1093
愛知県,544995,2741632,13245,7,529679,2071,0
三重県,83085,528933,1981,1,82782,302,1980
滋賀県,91509,648332,2043,0,89247,219,0
京都府,204613,838719,4445,6,199095,718,355
大阪府,980351,7145243,18409,16,956872,5070,0
兵庫県,427287,1571784,7870,4,417183,2234,0
奈良県,93239,519455,1864,0,90988,387,0
和歌山県,42523,173988,644,1,41553,117,209
鳥取県,15306,403285,637,0,14451,20,198
島根県,17144,216324,549,0,16580,15,0
岡山県,99560,588609,3285,2,94797,248,1230
広島県,158922,1897602,7244,1,151192,486,0
山口県,45601,578248,2023,0,43401,177,0
徳島県,22529,216362,690,0,21755,85,1
香川県,48739,278632,1309,0,47303,127,0
愛媛県,40355,365970,1561,1,38655,139,0
高知県,28002,290944,1024,1,26865,113,0
福岡県,429508,2704471,10115,2,411815,1261,6317
佐賀県,52871,280105,1330,0,49034,106,2401
長崎県,59687,389166,3179,0,56688,124,304
熊本県,99535,284700,3813,2,95429,293,0
大分県,54975,593237,1733,0,53081,161,0
宮崎県,54074,191792,2412,0,51594,142,74
鹿児島県,84574,419508,3306,2,80662,200,406
沖縄県,220761,856310,11168,9,209066,462,65
