都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,388132,2419383,5961,1,379758,2101,312
青森県,65398,272672,2737,0,62545,116,0
岩手県,39424,306049,1369,0,37958,97,0
宮城県,96989,640530,2494,0,93781,202,512
秋田県,32713,64091,646,1,31995,72,0
山形県,31519,203343,1019,0,30402,98,0
福島県,68185,887849,1529,0,66429,227,0
茨城県,168130,1380150,2430,1,165250,450,0
栃木県,95931,784415,1907,0,93746,278,0
群馬県,100284,687975,2408,0,98054,323,501
埼玉県,584568,3015480,15406,4,567495,1667,0
千葉県,477678,2240725,6982,2,460494,1805,8397
東京都,1653218,7380151,57430,10,1591202,4586,0
神奈川県,803077,3152340,21013,9,779821,2243,0
新潟県,77619,700603,1805,0,75723,91,0
富山県,41646,267387,1774,0,39776,96,0
石川県,62041,521359,1785,1,60034,199,23
福井県,40620,348316,1364,0,39210,46,0
山梨県,35343,377768,854,0,34428,68,7
長野県,79806,782482,1731,0,77671,205,199
岐阜県,112972,963437,3510,1,108520,349,593
静岡県,184980,1343104,5974,0,177674,423,909
愛知県,584546,2955197,16614,3,565831,2101,0
三重県,90932,573678,3446,1,89260,316,2090
滋賀県,98000,693924,2529,1,95249,222,0
京都府,218834,886441,6418,9,210467,755,1194
大阪府,1046138,7606038,34473,8,1006445,5220,0
兵庫県,455508,1677394,10938,5,442318,2253,1
奈良県,98861,551188,2873,3,95596,392,0
和歌山県,47110,186166,1773,0,45003,118,216
鳥取県,17896,436044,1459,0,16204,20,213
島根県,24553,245209,5197,1,19338,18,0
岡山県,107090,631386,1492,0,103894,252,1452
広島県,172893,2008797,4431,0,167967,495,0
山口県,51375,619372,2108,0,49086,181,0
徳島県,25421,233728,856,0,24485,86,6
香川県,52291,297693,1351,0,50811,129,0
愛媛県,48666,401342,3905,2,44618,143,0
高知県,32132,323703,1430,1,30585,116,1
福岡県,467077,2895294,13922,0,443092,1283,8780
佐賀県,61745,304525,3784,0,54405,110,3446
長崎県,69323,453403,3939,0,65828,126,570
熊本県,120563,315507,7865,1,112389,309,0
大分県,61975,641392,3533,1,58275,167,0
宮崎県,62342,196161,3626,1,58483,148,85
鹿児島県,99519,456185,5053,0,93300,213,953
沖縄県,270492,951482,16320,13,253629,493,50
