"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1744,42030,129,2,1512,103,0
"青森県",35,1982,2,0,32,1,0
"岩手県",19,2900,11,0,8,0,0
"宮城県",193,7621,4,0,187,2,0
"秋田県",48,1749,6,0,42,0,0
"山形県",77,3093,1,1,76,1,1
"福島県",151,14121,49,1,102,0,0
"茨城県",538,10496,75,2,450,13,0
"栃木県",302,21581,24,3,273,1,4
"群馬県",432,13687,114,0,299,19,0
"埼玉県",3806,104060,573,13,3145,88,0
"千葉県",2961,53587,439,8,2461,61,0
"東京都",20322,312699,2553,30,17411,358,0
"神奈川県",4742,110988,593,24,4033,116,0
"新潟県",141,12368,12,0,129,0,0
"富山県",370,7417,72,2,285,23,10
"石川県",613,7608,139,2,441,33,0
"福井県",206,7153,51,0,147,8,0
"山梨県",172,9415,22,1,147,3,0
"長野県",219,13506,67,0,155,"-",3
"岐阜県",551,17727,36,4,506,9,0
"静岡県",478,24082,63,1,414,1,0
"愛知県",4362,50408,789,16,3513,60,0
"三重県",360,9496,75,2,280,2,3
"滋賀県",436,8601,97,5,335,4,0
"京都府",1401,29864,225,1,1154,22,0
"大阪府",8339,130220,1445,58,6741,147,6
"兵庫県",2209,42734,205,15,1953,51,0
"奈良県",508,12972,71,3,432,5,0
"和歌山県",228,8484,11,0,210,4,3
"鳥取県",22,4530,1,0,21,0,0
"島根県",137,4804,4,0,133,0,0
"岡山県",145,5880,14,"-",128,"-",3
"広島県",454,17447,20,0,431,3,0
"山口県",151,6423,64,1,87,0,0
"徳島県",127,5426,70,2,47,4,6
"香川県",74,7772,5,0,68,1,0
"愛媛県",114,3769,7,0,101,6,0
"高知県",119,2897,15,1,101,3,0
"福岡県",4346,39483,855,14,3438,53,0
"佐賀県",235,4917,30,0,206,0,1
"長崎県",224,13819,23,1,180,3,18,"G48の関数（=O47=★当日データ★!E49"
"熊本県",498,10890,73,0,402,7,16
"大分県",144,11839,23,0,120,1,0
"宮崎県",331,7943,61,0,270,1,1
"鹿児島県",356,14952,50,1,290,11,5
"沖縄県",2056,22624,429,16,1605,26,0
