"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",41332,778133,1118,30,38977,1399,162
"青森県",2500,50658,50,0,2419,31,0
"岩手県",1679,84552,49,2,1584,46,0
"宮城県",9126,156789,61,3,8970,90,5
"秋田県",875,15407,99,1,756,20,0
"山形県",2020,65771,12,2,1961,47,0
"福島県",4882,280067,117,3,4604,161,0
"茨城県",10544,33327,263,4,10117,164,0
"栃木県",7025,285654,238,10,6706,81,0
"群馬県",8036,193902,48,6,7836,152,0
"埼玉県",46437,967815,1081,15,44525,831,0
"千葉県",40303,688097,1036,17,38561,706,0
"東京都",173934,2518672,4434,47,167266,2234,0
"神奈川県",67391,1038921,1712,38,64731,948,0
"新潟県",3401,171383,37,2,3312,52,0
"富山県",2041,73750,41,1,1962,38,0
"石川県",3931,122486,27,0,3786,115,3
"福井県",1288,69094,163,0,1091,34,0
"山梨県",2097,54750,120,1,1957,21,1
"長野県",5036,206945,66,1,4954,91,75
"岐阜県",9442,270196,101,3,9154,187,0
"静岡県",9312,404302,287,6,8875,150,0
"愛知県",50971,828894,911,26,49099,961,0
"三重県",5257,142045,82,4,5202,112,139
"滋賀県",5555,151668,88,6,5377,90,0
"京都府",16601,282817,135,11,16197,242,27
"大阪府",103383,2150465,1246,146,98670,2671,796
"兵庫県",40892,506773,241,16,39363,1307,19
"奈良県",8338,169112,201,2,8006,131,0
"和歌山県",2683,41829,21,2,2555,49,58
"鳥取県",480,83171,6,0,456,2,16
"島根県",553,29812,3,1,549,1,0
"岡山県",7588,162012,72,8,7385,126,5
"広島県",11494,548898,136,13,11170,175,13
"山口県",3141,122050,58,2,3006,77,0
"徳島県",1656,64889,5,0,1588,63,0
"香川県",2097,85790,20,0,2051,31,5
"愛媛県",2754,95454,8,3,2671,75,0
"高知県",1824,11449,103,8,1696,25,0
"福岡県",35525,830905,399,13,34563,520,43
"佐賀県",2555,56801,14,0,2553,24,36
"長崎県",3185,124663,82,0,3035,69,1
"熊本県",6484,81956,62,5,6306,116,0
"大分県",3491,168435,25,0,3403,63,0
"宮崎県",3090,44225,15,0,3025,27,23
"鹿児島県",3674,111084,50,1,3621,38,35
"沖縄県",20783,249853,1129,58,19477,183,6
