"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",42386,820212,757,10,40141,1417,71
"青森県",2579,53679,42,1,2506,31,0
"岩手県",1855,90975,102,1,1706,47,0
"宮城県",9549,166124,294,3,9149,91,15
"秋田県",974,16564,50,1,904,20,0
"山形県",2084,68632,51,0,1986,47,0
"福島県",5171,297527,167,7,4843,161,0
"茨城県",11117,34230,360,4,10591,166,0
"栃木県",7397,317688,221,11,7093,83,0
"群馬県",8143,203483,74,0,7915,154,0
"埼玉県",49682,1025046,2548,30,46292,842,0
"千葉県",43574,737214,1896,17,40953,725,0
"東京都",189116,2670446,8993,58,177854,2269,0
"神奈川県",73113,1100250,3362,32,68776,975,0
"新潟県",3577,182675,132,1,3391,54,0
"富山県",2085,77808,35,2,2012,38,0
"石川県",4212,129629,234,1,3859,115,4
"福井県",1421,74087,70,0,1315,36,0
"山梨県",2176,65656,47,0,2108,21,0
"長野県",5086,216101,35,1,5033,94,76
"岐阜県",9566,283937,94,3,9285,187,0
"静岡県",9833,429699,358,4,9322,153,0
"愛知県",52019,876763,721,11,50303,995,0
"三重県",5466,152748,166,3,5326,113,139
"滋賀県",5688,161781,95,2,5503,90,0
"京都府",17069,298367,263,5,16506,249,51
"大阪府",106746,2324809,2486,110,100719,2708,833
"兵庫県",41743,534767,545,16,39888,1311,1
"奈良県",8595,178273,183,1,8280,132,0
"和歌山県",2742,42930,39,0,2595,49,59
"鳥取県",577,89337,49,0,476,2,50
"島根県",583,32936,27,0,554,2,0
"岡山県",7686,174589,39,1,7472,127,48
"広島県",11655,570271,92,4,11372,178,13
"山口県",3193,126574,32,1,3081,80,0
"徳島県",1700,68466,38,0,1599,63,0
"香川県",2132,90464,24,0,2082,31,5
"愛媛県",2794,100728,41,2,2678,75,0
"高知県",1955,58913,74,1,1852,29,0
"福岡県",36385,876874,584,9,35196,526,79
"佐賀県",2597,60378,24,0,2582,24,33
"長崎県",3272,131081,55,0,3150,69,2
"熊本県",6516,82840,31,2,6366,119,0
"大分県",3527,178153,28,0,3435,64,0
"宮崎県",3118,44922,12,0,3066,27,13
"鹿児島県",3776,115042,54,0,3716,39,33
"沖縄県",21812,268120,691,37,20912,215,6
