"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1250,20719,97,6,1054,99,0
"青森県",27,981,0,0,26,1,0
"岩手県",0,942,0,0,0,0,0
"宮城県",94,3751,5,0,88,1,0
"秋田県",16,994,0,0,16,0,0
"山形県",69,2541,1,1,68,0,0
"福島県",82,6793,1,0,81,0,0
"茨城県",174,5283,5,0,159,10,0
"栃木県",76,7113,12,0,65,0,-1
"群馬県",153,5045,3,0,131,19,0
"埼玉県",1132,34582,109,3,958,65,0
"千葉県",960,18287,44,2,871,45,0
"東京都",6225,82706,453,10,5447,325,0
"神奈川県",1502,12551,68,10,1338,96,0
"新潟県",84,4936,1,0,82,0,1
"富山県",227,3923,0,0,205,22,0
"石川県",300,2905,16,1,257,27,0
"福井県",122,3397,0,0,114,8,0
"山梨県",74,5655,2,0,71,1,0
"長野県",77,3270,1,0,76,"-",0
"岐阜県",156,5223,2,1,147,7,0
"静岡県",81,7551,3,0,77,1,0
"愛知県",524,12620,6,0,478,34,6
"三重県",46,2876,0,0,45,1,0
"滋賀県",101,2353,1,0,99,1,0
"京都府",379,10146,15,0,346,18,0
"大阪府",1816,39970,25,3,1705,86,0
"兵庫県",705,14857,8,0,652,45,0
"奈良県",92,3760,0,0,90,2,0
"和歌山県",64,3987,1,0,60,3,0
"鳥取県",3,1485,0,0,3,0,0
"島根県",24,1245,0,0,24,0,0
"岡山県",26,1935,1,"-",25,"-",0
"広島県",168,7824,0,0,165,3,0
"山口県",37,2306,0,0,37,0,0
"徳島県",6,908,1,0,4,1,0
"香川県",28,2698,0,0,28,0,0
"愛媛県",82,2613,1,1,77,4,0
"高知県",74,1971,0,0,71,3,0
"福岡県",846,16455,13,2,800,33,0
"佐賀県",47,1625,0,0,47,0,0
"長崎県",17,3236,0,0,16,1,0
"熊本県",49,4273,1,0,45,3,0
"大分県",60,4883,0,0,59,1,0
"宮崎県",17,1567,0,0,17,0,0
"鹿児島県",11,2587,0,0,11,0,0
"沖縄県",142,3019,0,0,139,7,0
