"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1593,35118,142,3,1348,103,0
"青森県",33,1689,1,0,31,1,0
"岩手県",8,2176,6,0,2,0,0
"宮城県",184,7025,15,1,168,1,0
"秋田県",38,1450,14,0,23,0,1
"山形県",76,2995,1,0,75,1,1
"福島県",102,11650,13,1,89,0,0
"茨城県",443,9203,92,2,341,10,0
"栃木県",269,17730,42,4,210,1,16
"群馬県",270,10163,75,0,176,19,0
"埼玉県",3113,87459,569,10,2464,80,0
"千葉県",2355,43083,461,7,1838,56,0
"東京都",17069,250545,3457,24,13274,338,0
"神奈川県",3638,87845,593,22,2940,105,0
"新潟県",129,7786,9,0,119,0,1
"富山県",301,6591,49,0,232,22,2
"石川県",425,3934,103,3,294,28,0
"福井県",154,5799,10,1,136,8,0
"山梨県",136,8444,31,0,104,1,0
"長野県",145,10585,34,0,111,"-",0
"岐阜県",500,14869,94,3,399,7,0
"静岡県",398,18540,78,2,319,1,0
"愛知県",3454,37041,1653,13,1804,39,42
"三重県",268,7203,118,2,149,1,0
"滋賀県",324,6648,112,4,209,3,0
"京都府",1061,23577,208,3,832,21,0
"大阪府",6547,101308,1718,64,4719,106,4
"兵庫県",1776,34579,265,14,1464,47,0
"奈良県",364,11572,70,1,291,3,0
"和歌山県",190,7222,22,3,162,4,2
"鳥取県",21,4274,13,0,8,0,0
"島根県",132,3795,103,0,29,0,0
"岡山県",123,3738,20,"-",90,"-",13
"広島県",430,15725,77,1,348,3,2
"山口県",82,4914,24,0,58,0,0
"徳島県",81,3419,43,0,17,1,20
"香川県",61,6215,10,0,50,1,0
"愛媛県",109,3379,12,0,91,6,0
"高知県",83,2443,1,0,79,3,0
"福岡県",3359,33457,1182,19,2138,39,0
"佐賀県",180,3799,69,0,117,0,6
"長崎県",178,10410,32,"-",36,3,107,"G48の関数（=O47=★当日データ"
"熊本県",380,8480,112,3,176,5,87
"大分県",94,8703,19,0,74,1,0
"宮崎県",253,6761,88,0,164,1,0
"鹿児島県",281,12663,24,2,242,4,11
"沖縄県",1510,16129,1092,17,411,11,0
