"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",42279,818310,691,9,40105,1417,66
"青森県",2572,53666,37,0,2504,31,0
"岩手県",1845,90815,104,1,1694,47,0
"宮城県",9530,166030,277,3,9135,91,27
"秋田県",972,16564,48,1,904,20,0
"山形県",2084,68632,52,0,1985,47,0
"福島県",5171,296849,167,7,4843,161,0
"茨城県",11083,34230,367,4,10550,166,0
"栃木県",7385,316718,222,10,7080,83,0
"群馬県",8134,203483,72,0,7908,154,0
"埼玉県",49395,1023544,2358,23,46195,842,0
"千葉県",43320,736849,1790,16,40805,725,0
"東京都",188108,2670446,8764,59,177075,2269,0
"神奈川県",72653,1100250,3145,32,68538,970,0
"新潟県",3566,182434,125,1,3387,54,0
"富山県",2079,77808,29,2,2012,38,0
"石川県",4189,129081,223,1,3847,115,4
"福井県",1416,74033,72,0,1308,36,0
"山梨県",2176,65656,47,0,2108,21,0
"長野県",5081,216101,31,1,5032,94,76
"岐阜県",9560,283832,91,3,9282,187,0
"静岡県",9807,429699,377,4,9277,153,0
"愛知県",51945,876763,707,11,50244,994,0
"三重県",5456,152748,158,3,5324,113,139
"滋賀県",5681,161548,97,2,5494,90,0
"京都府",17018,297264,230,3,16487,249,52
"大阪府",106484,2313597,2337,108,100611,2707,829
"兵庫県",41621,532968,505,15,39806,1310,0
"奈良県",8575,178273,177,1,8266,132,0
"和歌山県",2730,42861,28,0,2594,49,59
"鳥取県",562,88841,49,0,475,2,36
"島根県",576,32936,18,0,556,2,0
"岡山県",7677,174589,39,1,7472,127,39
"広島県",11639,570271,83,4,11367,178,11
"山口県",3191,126574,33,1,3078,80,0
"徳島県",1692,68242,32,0,1597,63,0
"香川県",2129,90327,25,0,2078,31,5
"愛媛県",2788,100668,35,2,2678,75,0
"高知県",1945,58831,71,1,1845,29,0
"福岡県",36306,874980,554,9,35167,526,59
"佐賀県",2594,60178,22,0,2582,24,34
"長崎県",3264,130924,49,0,3148,69,2
"熊本県",6516,82787,31,2,6366,119,0
"大分県",3523,178116,28,0,3431,64,0
"宮崎県",3118,44922,11,0,3066,27,14
"鹿児島県",3770,114823,55,0,3708,39,32
"沖縄県",21742,266892,658,38,20875,215,6
