"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",1091,14421,195,11,810,86,0
"青森県",27,853,0,0,26,1,0
"岩手県",0,672,0,0,0,0,0
"宮城県",88,2950,0,0,87,1,0
"秋田県",16,933,0,0,16,0,0
"山形県",69,2660,3,1,66,0,0
"福島県",81,4489,6,0,75,0,0
"茨城県",168,4684,6,0,152,10,0
"栃木県",65,3909,12,2,53,0,0
"群馬県",149,3662,9,1,121,19,0
"埼玉県",1003,20933,59,5,896,48,0
"千葉県",909,14814,49,4,815,45,0
"東京都",5249,15212,405,29,4539,305,0
"神奈川県",1370,9637,184,24,1102,84,0
"新潟県",83,4180,3,0,79,0,1
"富山県",227,3190,15,0,190,22,0
"石川県",298,2727,52,2,221,25,0
"福井県",122,2638,2,1,112,8,0
"山梨県",64,4038,4,0,59,1,0
"長野県",76,2727,7,0,69,"-",0
"岐阜県",151,3614,3,1,141,7,0
"静岡県",76,3526,2,0,73,1,0
"愛知県",508,10142,12,0,457,34,5
"三重県",45,2508,0,0,44,1,0
"滋賀県",100,1859,8,1,91,1,0
"京都府",358,8085,16,1,325,17,0
"大阪府",1783,31276,102,16,1594,83,4
"兵庫県",699,11153,27,5,630,42,0
"奈良県",92,2545,2,0,88,2,0
"和歌山県",63,3708,3,0,57,3,0
"鳥取県",3,1343,0,0,3,0,0
"島根県",24,1128,2,1,22,0,0
"岡山県",25,1709,0,"-",25,"-",0
"広島県",168,6979,7,0,158,3,0
"山口県",37,1758,2,1,35,0,0
"徳島県",5,744,0,0,4,1,0
"香川県",28,2192,0,0,28,0,0
"愛媛県",82,2208,26,1,52,4,0
"高知県",74,1798,0,0,71,3,0
"福岡県",758,12810,107,4,625,26,0
"佐賀県",47,1418,3,0,42,0,2
"長崎県",17,2770,0,0,16,1,0
"熊本県",48,3930,2,0,43,3,0
"大分県",60,4003,1,0,58,1,0
"宮崎県",17,1386,0,0,17,0,0
"鹿児島県",10,1871,0,0,10,0,0
"沖縄県",142,2870,3,2,137,6,0
