"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",41244,772249,1318,29,38599,1385,58
"青森県",2477,49888,34,0,2412,31,0
"岩手県",1667,83925,50,1,1571,46,0
"宮城県",9108,155771,59,5,8957,89,3
"秋田県",835,14558,70,1,745,20,0
"山形県",2020,64565,13,2,1960,47,0
"福島県",4851,276508,118,4,4572,161,0
"茨城県",10477,33152,265,6,10049,163,0
"栃木県",6959,284049,227,11,6651,81,0
"群馬県",8026,190917,57,7,7817,152,0
"埼玉県",46185,956801,1026,14,44329,830,0
"千葉県",39934,671879,1047,17,38183,704,0
"東京都",172427,2488038,4135,37,166069,2223,0
"神奈川県",66810,1022092,1697,41,64169,944,0
"新潟県",3397,168441,51,2,3299,47,0
"富山県",2037,72570,58,1,1941,38,0
"石川県",3928,121358,43,0,3768,115,2
"福井県",1251,66813,163,0,1054,34,0
"山梨県",2059,54750,222,0,1816,21,0
"長野県",5027,199773,77,2,4934,91,75
"岐阜県",9431,267471,143,4,9102,186,0
"静岡県",9237,396428,346,4,8741,150,0
"愛知県",50861,814830,1096,30,48810,955,0
"三重県",5246,142045,102,4,5172,110,138
"滋賀県",5541,149744,106,6,5345,90,0
"京都府",16553,280856,164,13,16134,241,14
"大阪府",103134,2122788,1413,170,98265,2647,809
"兵庫県",40850,503007,265,24,39303,1282,0
"奈良県",8281,166297,181,6,7971,129,0
"和歌山県",2673,41647,17,2,2549,49,58
"鳥取県",466,82415,2,0,455,2,7
"島根県",552,29812,3,1,548,1,0
"岡山県",7588,162012,72,8,7385,126,5
"広島県",11475,546309,174,13,11092,174,35
"山口県",3132,119622,61,1,2994,77,0
"徳島県",1655,64295,10,0,1582,63,0
"香川県",2093,85130,27,1,2041,30,5
"愛媛県",2752,95444,10,3,2667,75,0
"高知県",1797,11202,94,6,1679,24,0
"福岡県",35439,823415,509,15,34386,519,25
"佐賀県",2554,56306,16,0,2550,24,36
"長崎県",3163,123242,83,0,3011,69,0
"熊本県",6464,81830,85,7,6266,113,0
"大分県",3491,166572,34,1,3395,62,0
"宮崎県",3076,44111,20,0,3019,27,10
"鹿児島県",3662,110479,47,1,3606,38,29
"沖縄県",20607,248208,1207,64,19227,179,6
