都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,379982,2372135,6173,2,371945,2095,231
青森県,61709,263368,1827,0,59770,112,0
岩手県,37801,298562,620,0,37085,96,0
宮城県,93273,622819,1680,0,91311,199,83
秋田県,31983,63794,461,0,31451,71,0
山形県,30257,200755,631,0,29530,96,0
福島県,66449,871260,894,0,65329,226,0
茨城県,164523,1380150,1467,0,162612,444,0
栃木県,93731,774124,807,1,92647,277,0
群馬県,97876,675948,931,0,96623,322,0
埼玉県,567003,2948113,5392,0,559951,1660,0
千葉県,461992,2186275,3210,1,453924,1793,3065
東京都,1588984,7179044,19055,4,1565361,4568,0
神奈川県,776794,3107065,7207,3,767362,2225,0
新潟県,75402,685792,939,0,74372,91,0
富山県,39846,261660,1204,0,38547,95,0
石川県,59771,500797,1099,0,58452,197,23
福井県,38772,341365,887,0,37840,45,0
山梨県,34299,362425,391,0,33843,68,3
長野県,77313,767831,756,0,76364,205,12
岐阜県,108084,936827,1423,0,106197,345,119
静岡県,178213,1312455,1993,0,175708,421,91
愛知県,564625,2894532,8046,1,554483,2096,0
三重県,86596,557494,1338,0,86988,309,2039
滋賀県,94870,673817,1310,0,93339,221,0
京都府,211231,866927,2600,8,207730,742,159
大阪府,1007468,7434659,11896,6,990458,5114,0
兵庫県,441235,1632924,5124,4,433862,2249,0
奈良県,95838,539929,1122,0,94324,392,0
和歌山県,44151,179207,564,0,43259,118,210
鳥取県,16212,422467,411,0,15577,20,204
島根県,18637,227920,1099,0,17522,16,0
岡山県,104033,617503,1449,1,101517,250,817
広島県,167620,1983538,3018,0,164108,494,0
山口県,48660,603857,1088,0,47391,181,0
徳島県,24287,227825,617,0,23586,85,1
香川県,50553,290322,562,0,49863,128,0
愛媛県,43750,384988,1365,1,42243,142,0
高知県,30247,317030,972,1,29160,115,0
福岡県,445551,2811555,6071,0,432194,1269,6017
佐賀県,56202,293655,1457,0,52192,108,2445
長崎県,64874,428342,2119,0,62638,125,8
熊本県,108677,297838,3812,1,104563,302,0
大分県,57436,619854,705,0,56566,165,0
宮崎県,57925,194492,1488,0,56207,146,84
鹿児島県,92346,440425,2508,1,89427,209,202
沖縄県,248379,919376,10281,11,237527,484,87
