"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",32591,617796,6180,46,25370,973,68
"青森県",2099,40049,310,5,1762,27,0
"岩手県",1300,67254,199,1,1059,42,0
"宮城県",8669,133219,305,9,8261,81,22
"秋田県",727,12837,127,0,589,11,0
"山形県",1798,54886,203,5,1558,37,0
"福島県",4366,220336,495,23,3738,133,0
"茨城県",9246,31855,572,13,8535,139,0
"栃木県",5983,233552,347,9,5562,74,0
"群馬県",7431,157238,645,16,6664,122,0
"埼玉県",42296,837287,2504,50,39022,770,0
"千葉県",35949,585099,1290,24,34000,659,0
"東京都",154999,2194464,6453,69,146549,1997,0
"神奈川県",58895,886513,2350,59,55684,861,0
"新潟県",2950,130685,385,6,2531,34,0
"富山県",1613,58852,221,6,1358,34,0
"石川県",3356,80900,541,11,2715,98,2
"福井県",1008,56662,59,1,915,34,0
"山梨県",1433,38972,118,1,1297,19,1
"長野県",4500,167266,354,7,4126,76,56
"岐阜県",8048,221529,1120,19,6780,148,0
"静岡県",7687,332744,814,8,6742,131,0
"愛知県",42286,641266,6135,79,35460,691,0
"三重県",4617,109813,547,11,4085,99,114
"滋賀県",4687,120656,547,7,4066,74,0
"京都府",15019,242079,1486,23,13404,199,70
"大阪府",96643,1689347,13770,372,79866,2068,939
"兵庫県",38158,434411,3531,95,33593,1055,21
"奈良県",7635,145216,725,23,6810,100,0
"和歌山県",2527,38646,160,38,2292,36,39
"鳥取県",442,69791,49,0,385,2,6
"島根県",482,24335,85,3,397,0,0
"岡山県",6631,108427,1308,26,4071,73,1179
"広島県",9010,380013,860,16,6754,116,1280
"山口県",2609,98010,548,10,2006,55,0
"徳島県",1599,52098,130,3,1411,58,0
"香川県",1884,72497,353,3,1512,24,5
"愛媛県",2648,74637,136,4,2444,68,0
"高知県",1198,8786,80,2,1098,20,0
"福岡県",31766,703974,5988,83,24980,404,394
"佐賀県",2342,46250,296,8,2009,17,20
"長崎県",2803,106687,397,16,2350,57,1
"熊本県",5685,74682,879,22,4717,89,0
"大分県",3055,136053,615,5,2403,37,0
"宮崎県",2924,38670,354,7,2535,25,10
"鹿児島県",3025,95056,410,3,2576,28,11
"沖縄県",14487,207045,1740,47,12606,147,6
