都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,60695,1148117,175,1,59077,1470,27
青森県,5888,93318,32,1,5818,38,0
岩手県,3486,125181,0,0,3433,53,0
宮城県,16258,246036,7,1,16130,118,3
秋田県,1899,26858,3,0,1869,27,0
山形県,3544,102609,19,0,3469,56,0
福島県,9482,423649,7,2,9300,175,0
茨城県,24384,40489,37,3,24129,218,0
栃木県,15438,492919,27,1,15295,116,0
群馬県,16743,307609,41,2,16526,176,0
埼玉県,115536,1499540,176,23,114323,1037,0
千葉県,100259,1109067,105,4,99129,1022,3
東京都,377435,3772940,518,20,373797,3120,0
神奈川県,168830,1652263,198,13,167326,1306,0
新潟県,7980,294791,13,0,7906,61,0
富山県,4857,118663,10,1,4796,51,0
石川県,7955,199380,24,1,7780,129,22
福井県,3104,119056,5,0,3062,37,0
山梨県,5154,118971,9,0,5116,29,0
長野県,8857,328395,28,0,8788,96,55
岐阜県,19077,422500,75,2,18780,217,5
静岡県,26737,640189,23,0,26488,209,17
愛知県,106229,1355950,268,5,104806,1155,0
三重県,14768,241279,32,1,14896,163,323
滋賀県,12389,263747,47,0,12239,103,0
京都府,35849,432987,66,1,35489,290,4
大阪府,202143,3657433,667,84,196942,3041,1493
兵庫県,78314,772395,250,11,76670,1395,1
奈良県,15852,257568,55,2,15648,149,0
和歌山県,5289,66170,3,1,5119,62,105
鳥取県,1662,151886,5,0,1627,5,25
島根県,1674,56768,34,1,1635,5,0
岡山県,15255,276298,58,2,15049,136,12
広島県,22007,920484,100,0,21706,201,0
山口県,5711,192183,35,0,5583,93,0
徳島県,3284,106799,5,0,3214,65,0
香川県,4702,132703,8,0,4655,38,1
愛媛県,5347,157437,51,1,5214,82,0
高知県,4156,101859,18,0,4106,32,0
福岡県,74378,1290282,173,7,73576,621,8
佐賀県,5849,107547,35,0,5830,30,46
長崎県,6097,184932,40,0,5984,73,0
熊本県,14386,124044,20,1,14230,136,0
大分県,8186,273462,8,0,8094,84,0
宮崎県,6151,73027,6,0,6088,41,16
鹿児島県,9097,170299,9,0,9022,66,0
沖縄県,50167,405673,166,5,49602,372,27
