都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,116089,1492396,31008,3,83834,1541,294
青森県,12752,136463,3862,0,8848,42,0
岩手県,5724,155918,1264,0,4407,53,0
宮城県,25984,335527,5339,4,20123,121,401
秋田県,5380,36871,2021,1,3332,27,0
山形県,7564,137145,2722,0,4784,58,0
福島県,16850,549979,4252,5,12420,178,0
茨城県,45587,42981,8135,6,37222,230,0
栃木県,29953,587963,7151,3,22668,134,0
群馬県,36707,438885,7958,7,28545,204,0
埼玉県,207867,1974935,32577,47,174213,1077,0
千葉県,178063,1454538,30377,14,141914,1081,4691
東京都,705140,4957482,162741,48,539152,3247,0
神奈川県,301723,2165465,70003,83,230347,1373,0
新潟県,19748,415824,3825,4,15860,63,0
富山県,9145,159549,2669,1,6424,52,0
石川県,16213,247147,5270,6,10776,144,23
福井県,7096,170746,1372,1,5686,38,0
山梨県,11092,173670,2381,0,8679,38,6
長野県,21633,457823,4607,2,14513,106,2407
岐阜県,35564,573429,6980,5,27777,232,575
静岡県,56226,872049,12667,5,43798,234,473
愛知県,202788,1794609,44771,29,156766,1251,0
三重県,27359,322008,5770,4,22064,185,660
滋賀県,29409,369931,8132,3,21165,112,0
京都府,82828,584737,23237,94,57021,311,2259
大阪府,421515,5081441,122354,610,295943,3218,0
兵庫県,165203,1083696,52161,36,111573,1477,8
奈良県,32963,354805,10744,20,22057,162,0
和歌山県,14554,97197,4208,5,10153,71,122
鳥取県,4269,221313,1043,1,3170,5,51
島根県,4711,92443,678,0,4026,7,0
岡山県,33626,383374,5153,6,21302,147,7024
広島県,56890,1268839,19297,19,37327,266,0
山口県,15272,300663,3040,2,12125,107,0
徳島県,6041,138454,1337,0,4640,69,5
香川県,10785,175791,2651,2,8079,47,8
愛媛県,12205,226297,2572,2,9539,94,0
高知県,7538,148182,1741,10,5757,40,0
福岡県,156736,1780604,49392,11,103055,684,3605
佐賀県,14887,162146,3970,0,10030,36,851
長崎県,17707,250373,6662,0,11268,81,304
熊本県,34331,167385,8252,9,25918,161,0
大分県,16520,374016,3326,0,13107,87,0
宮崎県,13722,107656,3082,0,10616,52,28
鹿児島県,20744,226783,4825,0,15384,85,450
沖縄県,87106,550236,5597,33,81097,410,2
