"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",4820,101035,1455,16,3243,122,0
"青森県",275,6100,38,2,231,6,0
"岩手県",51,5988,6,0,27,0,18
"宮城県",943,15890,183,3,752,8,0
"秋田県",70,2695,8,1,62,0,0
"山形県",94,6981,12,0,81,1,0
"福島県",428,34760,39,3,383,6,0
"茨城県",906,14703,114,2,774,18,0
"栃木県",509,47905,19,4,490,1,1
"群馬県",951,32726,41,3,890,20,0
"埼玉県",6637,206246,707,9,5812,118,0
"千葉県",5633,142152,495,8,5054,84,0
"東京都",34144,659488,2489,39,31185,470,0
"神奈川県",9895,220848,878,28,8835,182,0
"新潟県",224,19367,41,0,183,0,0
"富山県",425,15642,2,0,397,26,0
"石川県",827,19519,14,0,764,49,0
"福井県",271,12106,14,0,246,11,0
"山梨県",275,12472,49,1,220,6,0
"長野県",429,25663,84,0,344,6,5
"岐阜県",796,29011,95,0,689,12,0
"静岡県",822,48055,133,2,687,2,0
"愛知県",7299,113195,905,14,6294,100,0
"三重県",610,17127,46,3,557,7,0
"滋賀県",646,14966,79,0,558,9,0
"京都府",2222,55975,126,1,2065,31,0
"大阪府",14870,266357,1639,58,12953,259,19
"兵庫県",3747,75625,325,18,3350,72,0
"奈良県",812,27245,135,1,666,11,0
"和歌山県",308,10987,27,3,272,4,5
"鳥取県",52,6090,13,0,39,0,0
"島根県",141,6354,0,0,141,0,0
"岡山県",367,14762,79,1,259,10,19
"広島県",684,29759,24,1,655,5,0
"山口県",248,12510,34,1,211,2,1
"徳島県",170,7642,7,0,156,9,2
"香川県",113,14848,11,0,100,2,0
"愛媛県",123,4529,7,0,110,6,0
"高知県",144,3686,0,0,140,4,0
"福岡県",5360,178418,113,4,5143,104,0
"佐賀県",276,8003,12,0,265,1,2
"長崎県",249,24364,3,0,242,3,1,"G48の関数（="
"熊本県",887,21374,49,4,810,9,19
"大分県",163,22882,3,0,157,3,0
"宮崎県",373,8829,3,1,370,1,1
"鹿児島県",542,24653,67,0,470,13,8
"沖縄県",3669,64314,300,3,3308,66,5
