"都道府県名","PCR検査陽性者","PCR検査実施人数","入院治療等を要する者 (人)","うち重症","退院又は療養解除となった者の数 (人)","死亡(累積) (人)","確認中(人)"
"北海道",42678,827936,872,8,40353,1418,35
"青森県",2602,54292,60,0,2511,31,0
"岩手県",1874,91524,83,0,1744,47,0
"宮城県",9608,167671,265,4,9237,91,15
"秋田県",984,16817,47,1,917,20,0
"山形県",2087,69944,32,0,2008,47,0
"福島県",5229,300581,157,4,4910,162,0
"茨城県",11278,34393,425,3,10687,166,0
"栃木県",7482,319294,239,8,7159,84,0
"群馬県",8200,207093,102,0,7943,155,0
"埼玉県",50576,1040080,3098,27,46633,845,0
"千葉県",44309,747125,2062,18,41519,728,0
"東京都",193062,2706494,10396,64,180390,2276,0
"神奈川県",74480,1119795,3607,45,69896,977,0
"新潟県",3645,185854,157,1,3434,54,0
"富山県",2111,78919,56,1,2017,38,0
"石川県",4326,131147,280,1,3922,116,8
"福井県",1426,75304,46,0,1344,36,0
"山梨県",2197,65656,37,0,2139,21,0
"長野県",5106,219477,37,0,5049,94,74
"岐阜県",9593,286907,93,3,9313,187,0
"静岡県",9943,437255,382,3,9407,154,0
"愛知県",52242,891300,773,10,50471,998,0
"三重県",5513,152748,160,3,5379,113,139
"滋賀県",5722,164433,103,2,5528,91,0
"京都府",17217,300767,305,6,16583,249,80
"大阪府",107774,2348342,2859,109,101353,2715,847
"兵庫県",41986,538511,692,13,39979,1315,0
"奈良県",8678,181075,206,3,8340,132,0
"和歌山県",2759,43238,44,0,2606,49,60
"鳥取県",615,92339,105,1,478,2,30
"島根県",625,32936,49,0,574,2,0
"岡山県",7749,174589,39,1,7472,127,111
"広島県",11701,576388,98,4,11409,178,16
"山口県",3200,128696,38,1,3082,80,0
"徳島県",1716,69304,48,0,1605,63,0
"香川県",2144,91352,28,0,2090,31,5
"愛媛県",2808,100903,51,2,2682,75,0
"高知県",1973,60540,71,1,1873,29,0
"福岡県",36658,885726,649,8,35345,528,136
"佐賀県",2621,61130,43,0,2583,24,29
"長崎県",3299,132577,77,0,3155,69,2
"熊本県",6549,82983,48,0,6380,121,0
"大分県",3543,180339,41,0,3438,64,0
"宮崎県",3139,45086,28,0,3073,27,11
"鹿児島県",3789,115510,51,0,3733,39,34
"沖縄県",22170,271697,834,37,21088,224,24
