都道府県名,PCR検査陽性者,PCR検査実施人数,入院治療等を要する者 (人),うち重症,退院又は療養解除となった者の数 (人),死亡(累積) (人),確認中(人)
北海道,61265,1254948,71,0,59708,1474,12
青森県,5901,103450,0,0,5863,38,0
岩手県,3487,134839,0,0,3434,53,0
宮城県,16287,262981,2,0,16167,118,0
秋田県,1934,27612,0,0,1907,27,0
山形県,3605,114223,1,0,3548,56,0
福島県,9495,465801,1,0,9318,176,0
茨城県,24472,40574,14,1,24238,220,0
栃木県,15515,523204,15,0,15383,117,0
群馬県,17196,348611,180,2,16840,176,0
埼玉県,115987,1631176,80,3,114848,1059,0
千葉県,100600,1222869,64,0,99503,1028,5
東京都,382564,4122443,239,3,379153,3172,0
神奈川県,169572,1811161,169,1,168087,1316,0
新潟県,8168,323139,91,0,8015,62,0
富山県,4868,130760,0,0,4816,52,0
石川県,7987,211888,18,0,7818,129,22
福井県,3115,125931,0,0,3077,38,0
山梨県,5160,133350,3,0,5128,29,0
長野県,8906,362878,9,1,8854,97,54
岐阜県,19276,466783,8,0,19049,219,0
静岡県,26873,715709,35,0,26630,209,1
愛知県,106696,1496371,48,0,105487,1161,0
三重県,14818,268101,1,0,14981,163,327
滋賀県,12452,293104,14,0,12334,104,0
京都府,36038,466604,30,1,35711,292,5
大阪府,203375,4185942,112,10,200199,3064,0
兵庫県,78771,852766,55,2,77318,1398,0
奈良県,15937,279757,1,0,15787,149,0
和歌山県,5303,68185,0,0,5136,62,105
鳥取県,1669,167070,0,0,1639,5,25
島根県,1733,63489,0,0,1728,5,0
岡山県,15551,310392,9,1,15406,136,0
広島県,22175,977622,0,0,21973,202,0
山口県,5796,211176,4,0,5699,93,0
徳島県,3291,115657,0,0,3225,66,0
香川県,4705,144037,0,0,4666,38,1
愛媛県,5412,172225,0,0,5330,82,0
高知県,4167,105447,0,0,4134,33,0
福岡県,74692,1416658,33,3,74031,625,3
佐賀県,5866,119308,0,0,5891,30,55
長崎県,6119,201685,0,0,6046,73,0
熊本県,14395,124820,0,0,14259,136,0
大分県,8187,302495,0,0,8103,84,0
宮崎県,6153,73138,0,0,6096,41,16
鹿児島県,9112,176056,9,0,9037,66,0
沖縄県,50382,432210,32,0,49955,398,3
