受付_年月日,全国地方公共団体コード, 都道府県名, 市区町村名 ,入院,退院,死亡
2020/4/15,350001,山口県,,15,5,0
2020/4/16,350001,山口県,,21,7,0
2020/4/17,350001,山口県,,21,7,0
2020/4/18,350001,山口県,,21,7,0
2020/4/19,350001,山口県,,15,15,0
2020/4/20,350001,山口県,,15,15,0
2020/4/21,350001,山口県,,16,15,0
2020/4/22,350001,山口県,,16,15,0
2020/4/23,350001,山口県,,15,16,0
2020/4/24,350001,山口県,,14,17,0
2020/4/25,350001,山口県,,13,18,0
2020/4/26,350001,山口県,,9,22,0
2020/4/27,350001,山口県,,8,24,0
2020/4/28,350001,山口県,,8,24,0
2020/4/29,350001,山口県,,7,25,0
2020/4/30,350001,山口県,,4,28,0
2020/5/1,350001,山口県,,6,28,0
2020/5/2,350001,山口県,,6,28,0
2020/5/3,350001,山口県,,7,28,0
2020/5/4,350001,山口県,,8,28,0
2020/5/5,350001,山口県,,6,31,0
2020/5/6,350001,山口県,,6,31,0
2020/5/7,350001,山口県,,6,31,0
2020/5/8,350001,山口県,,4,33,0
2020/5/9,350001,山口県,,4,33,0
2020/5/10,350001,山口県,,4,33,0
2020/5/11,350001,山口県,,4,33,0
2020/5/12,350001,山口県,,4,33,0
2020/5/13,350001,山口県,,4,33,0
2020/5/14,350001,山口県,,4,33,0
2020/5/15,350001,山口県,,4,33,0
2020/5/16,350001,山口県,,4,33,0
2020/5/17,350001,山口県,,3,34,0
