"name","npatients","ncurrentpatients","nexits","ndeaths","lastUpdate","src_url","url_opendata","nseriouspatients","nbeds_hospital","nbeds_hotel","nbeds","ncurrentpatients_hospital","ncurrentpatients_hotel","nheavycurrentpatients"
"Hokkaido",1144,122,931,91,"2020-06-11T22:48:23","https://www.harp.lg.jp/opendata/dataset/1369/resource/2853/covid19_data.csv","https://www.harp.lg.jp/opendata/dataset/1369.html",,,,,,,
"Fukushima",81,2,79,0,"2020-06-12T18:29:23","http://www.pref.fukushima.lg.jp/w4/covid19/patients/070009_fukushima_covid19_patients_200612.csv","http://www.pref.fukushima.lg.jp/w4/covid19/patients/",,,,,,,
"Chiba",922,27,850,45,"2020-06-12","https://www.pref.chiba.lg.jp/shippei/press/2019/ncov-index.html","https://www.pref.chiba.lg.jp/shippei/press/2019/ncov-index.html",,,,,,,
"Tokyo",5473,304,4856,313,"2020-06-12T19:00","https://raw.githubusercontent.com/tokyo-metropolitan-gov/covid19/master/data/data.json","https://catalog.data.metro.tokyo.lg.jp/organization/t000010?q=%E6%96%B0%E5%9E%8B%E3%82%B3%E3%83%AD%E3%83%8A&sort=score+desc%2C+metadata_modified+desc",,,,,,,
"Toyama",227,3,202,22,"2020-06-11","http://opendata.pref.toyama.jp/dataset/covid19/resource/85d4c612-c174-4f73-be63-f8512d25361a","http://opendata.pref.toyama.jp/files/covid19/20200403/toyama_counts.csv",,,,,,,
"Fukui",122,1,113,8,"2020-06-12T15:12:17","https://www.pref.fukui.lg.jp/doc/toukei-jouhou/covid-19_d/fil/covid19_hospitalization.csv","https://www.pref.fukui.lg.jp/doc/toukei-jouhou/covid-19.html",,,,,,,
"Nagano",76,4,72,0,"2020-06-12T17:13:17","https://www.pref.nagano.lg.jp//hoken-shippei/kenko/kenko/kansensho/joho/documents/200000_nagano_covid19_patients.csv","https://www.pref.nagano.lg.jp/hoken-shippei/kenko/kenko/kansensho/joho/corona-doko.html",,,,,,,
"Osaka",1786,38,1663,85,"2020-06-12T18:02","https://raw.githubusercontent.com/codeforosaka/covid19/development/data/data.json","https://github.com/codeforosaka/covid19",,,,,,,
"Hyogo",699,3,653,43,"2020-06-12T00:00:00","https://web.pref.hyogo.lg.jp/kk03/documents/yousei.xlsx","http://open-data.pref.hyogo.lg.jp/?page_id=141",0,,,,,,
"Nara",92,1,89,2,"2020-06-11","http://www.pref.nara.jp/secure/227221/%E5%A5%88%E8%89%AF%E7%9C%8C_02%E6%96%B0%E5%9E%8B%E3%82%B3%E3%83%AD%E3%83%8A%E3%82%A6%E3%82%A4%E3%83%AB%E3%82%B9%E6%84%9F%E6%9F%93%E8%80%85_%E6%82%A3%E8%80%85%E9%9B%86%E8%A8%88%E8%A1%A8.xlsx","http://www.pref.nara.jp/55168.htm",,318,108,426,,,
"Wakayama",63,0,60,3,"2020-06-12T14:00:00","https://www.pref.wakayama.lg.jp/prefg/000200/covid19_d/fil/kansensuii.xlsx","https://www.pref.wakayama.lg.jp/prefg/041200/d00203387.html",,,,,,,
"Yamaguchi",37,1,36,0,"2020-06-12T13:29:28","https://yamaguchi-opendata.jp/ckan/dataset/f6e5cff9-ae43-4cd9-a398-085187277edf/resource/1a5f9bca-3216-45df-8a99-5c591df8f628/download/350001_yamaguchi_covid19_hospitalization.csv","https://yamaguchi-opendata.jp/ckan/dataset/f6e5cff9-ae43-4cd9-a398-085187277edf ",,,,,,,
"Ehime",82,9,69,4,"2020-06-12T09:00","https://www.pref.ehime.jp/h25500/kansen/documents/kennai_link.pdf","https://www.pref.ehime.jp/h25500/kansen/covid19.html",,,,,0,9,0
"Fukuoka",812,102,682,28,"2020-06-12T08:24:07","https://ckan.open-governmentdata.org/dataset/fe943202-2db4-44f8-9686-9cf682690bb7/resource/207a6b85-80a5-4297-aba1-a9e0fae93092/download/400009_pref_fukuoka_covid19_totalpatients.csv","https://www.open-governmentdata.org/fukuoka-pref/pages/search?keyword=%E6%96%B0%E5%9E%8B%E3%82%B3%E3%83%AD%E3%83%8A&sort=score+desc%2C+metadata_modified+desc&search_clear=#result_area",,,,,,,
